title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Little Book of Astrology,Anna McKenna,psychology,First published in 2020,/works/OL21692165W,/authors/OL8299193A/Anna_McKenna,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Orange Hippos!,              Orange Hippo!|Language English|Pages 192",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
My Happy Mind,Laura Earnshaw,psychology,First published in 2020,/works/OL21682872W,/authors/OL8294929A/Laura_Earnshaw,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Penguin Random House|Language English|Pages 256,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Expertise,Jamie Carlin Watson,psychology,First published in 2020,/works/OL21673765W,/authors/OL7072047A/Jamie_Carlin_Watson,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Bloomsbury Publishing Plc|Language English|Pages 272,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Autism, Bullying and Me",Emily Lovegrove,psychology,First published in 2020,/works/OL21673982W,/authors/OL3092072A/Emily_Lovegrove,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Kingsley Publishers, Jessica|Language English|Pages 128",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Myth of Luck,Steven D. Hales,psychology,First published in 2020,/works/OL21673763W,/authors/OL317777A/Steven_D._Hales,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Bloomsbury Publishing Plc|Language English|Pages 240,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Quiet Mind,Shoukei Matsumoto,psychology,First published in 2020,/works/OL21708071W,/authors/OL7640947A/Shoukei_Matsumoto,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Sterling Publishing Co., Inc.|Language English|Pages 176",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Battle Ready,Ollie Ollerton,psychology,First published in 2020,/works/OL22143382W,/authors/OL7899646A/Ollie_Ollerton,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Bonnier Books Limited|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Curious about Ghosts,Gillia M. Olson,psychology,First published in 2020,/works/OL22158373W,/authors/OL1389123A/Gillia_M._Olson,/images/icons/avatar_book-sm.png,Publish Date 2021|Publisher  Amicus Publishing|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Prescription for Living with Purpose,Adam Meadows,psychology,First published in 2020,/works/OL22161085W,/authors/OL8475765A/Adam_Meadows,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Morgan James Publishing|Language English|Pages 150,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Curious about Haunted Places,Gillia M. Olson,psychology,First published in 2020,/works/OL22161506W,/authors/OL1389123A/Gillia_M._Olson,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Amicus Publishing|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
