title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Top 20 science projects,Lynette Brent Sandvold,juvenile_literature,First published in 2010,/works/OL24303340W?edition=ia%3Atop20scienceproj0000sand,/authors/OL7574705A/Lynette_Brent_Sandvold,//covers.openlibrary.org/b/olid/OL32148071M-M.jpg,Publish Date 2010|Publisher  Scholastic|Language English|Pages 48,"What makes a roller coaster fly down its track? How does a magnet work? If you are a curious kid, you have dozens of questions like these. The projects in this book will help you find the answers.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
"I'm Good at Maths, What Job Can I Get?. Richard Spilsbury",Richard Spilsbury,juvenile_literature,First published in 2012,/works/OL20402542W?edition=ia%3Aimgoodatmathswha0000spil,/authors/OL2014881A/Richard_Spilsbury,//covers.openlibrary.org/b/olid/OL27620674M-M.jpg,"Publish Date Sep 01, 2012|Publisher  Wayland|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Finding Nemo,Walt Disney Company,juvenile_literature,First published in 2003,/works/OL20880506W?edition=ia%3Afindingnemobooko0000unse,/authors/OL2348071A/Walt_Disney_Company,//covers.openlibrary.org/b/olid/OL28278045M-M.jpg,"Publish Date 2003|Publisher  Ladybird,              Ladybird Books Ltd|Language English|Pages 32",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Economy,Johnny Acton,juvenile_literature,First published in 2010,/works/OL20937110W?edition=ia%3Aeconomy0000unse,/authors/OL3046187A/Johnny_Acton,//covers.openlibrary.org/b/olid/OL28366453M-M.jpg,"Publish Date 2010|Publisher  Dorling Kindersley,              Dorling Kindersley Publishers Ltd|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Kingfisher ""Beano"" Book of Britain (Kingfisher Beano)",G Lewandowski,juvenile_literature,First published in 1996,/works/OL9489553W?edition=ia%3Abeanobookofbrita0000baxt,/authors/OL3503796A/G_Lewandowski,//covers.openlibrary.org/b/olid/OL10822767M-M.jpg,"Publish Date November 4, 1996|Publisher  Kingfisher Books Ltd,              Kingfisher|Pages 80",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
First Book of Tractors and Trucks,Isabel Thomas,juvenile_literature,First published in 2013,/works/OL17511844W?edition=ia%3Afirstbookoftract0000thom,/authors/OL1430452A/Isabel_Thomas,//covers.openlibrary.org/b/olid/OL26100267M-M.jpg,"Publish Date 2013|Publisher  Bloomsbury Publishing PLC,              A&C Black",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Bell and the Science of the Telephone (Explosion Zone),Brian Williams,juvenile_literature,First published in 2005,/works/OL2190456W?edition=ia%3Abellscienceoftel0000will,/authors/OL278581A/Brian_Williams,//covers.openlibrary.org/b/olid/OL9613333M-M.jpg,"Publish Date March 1, 2005|Publisher  Book House,              Gardners Books|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ballet school,Naia Bray-Moffatt,juvenile_literature,First published in 2003,/works/OL20581717W?edition=ia%3Aballetschoollear0000bray,/authors/OL31785A/Naia_Bray-Moffatt,//covers.openlibrary.org/b/olid/OL10814386M-M.jpg,"Publish Date March 6, 2003|Publisher  Dorling Kindersley Publishers Ltd|Pages 48","Text and photographs present the activities at a ballet studio where young children warm up, practice the five basic positions, exercise at the barre, and watch teenage ballet dancers perform.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Amazing powers,Saunders Catherine.,juvenile_literature,First published in 2007,/works/OL13301999W,/authors/OL6201387A/Saunders_Catherine.,/images/icons/avatar_book-sm.png,"Publish Date 2007|Publisher  DK Publishing,              DK Children|Language English|Pages 48",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Dinosaurs Next Door (Young Reading 1),Harriet Castor,juvenile_literature,First published in 2003,/works/OL8139601W?edition=ia%3Adinosaursnextdoo0000cast,/authors/OL2712043A/Harriet_Castor,//covers.openlibrary.org/b/olid/OL7841394M-M.jpg,Publish Date January 2003|Publisher  Usborne Books|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Rapunzel (Everystory S.),Brothers Grimm,juvenile_literature,First published in 1998,/works/OL15052978W?edition=ia%3Arapunzel0000wils,/authors/OL2658408A/Brothers_Grimm,//covers.openlibrary.org/b/olid/OL10698284M-M.jpg,"Publish Date September 18, 1998|Publisher  Scholastic|Pages 64",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Meet the dinosaurs,DK,juvenile_literature,First published in 2012,/works/OL21182133W?edition=ia%3Ameetdinosaurs0000unse,/authors/OL10261414A/DK,//covers.openlibrary.org/b/olid/OL28686268M-M.jpg,"Publish Date 2012|Publisher  Dorling Kindersley,              Dorling Kindersley Publishers Ltd|Language English|Pages 32","A simple, highly-illustrated introduction to twelve different kinds of dinosaurs that describes each dinosaur's physical characteristics, behavior, hunting style, and distribution.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
