title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Precious Time,Erica James,romance,First published in 2001,/works/OL1968432W?edition=ia%3Aprecioustime0000jame_a5j8,/authors/OL236415A/Erica_James,//covers.openlibrary.org/b/olid/OL7984174M-M.jpg,"Publish Date October 1, 2002|Publisher  Orion Books Limited,              Orion Publishing Group, Limited|Language English|Pages 416",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Marriage Bargain,Angel Moore,romance,First published in 2016,/works/OL21275606W,/authors/OL7638073A/Angel_Moore,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Thorndike Press|Language English|Pages 388,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Hoping for a Father,Lois Richer,romance,First published in 2020,/works/OL21877966W,/authors/OL1391381A/Lois_Richer,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Harlequin Enterprises, Limited|Language English|Pages 368",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
One Scandalous Christmas Eve,Susan Stephens,romance,First published in 2020,/works/OL21898534W,/authors/OL4600201A/Susan_Stephens,//covers.openlibrary.org/b/olid/OL32280448M-M.jpg,"Publish Date 2020|Publisher  Harlequin Enterprises, Limited|Language English|Pages 224",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Her Hidden Hope,Jill Lynn,romance,First published in 2020,/works/OL21880355W,/authors/OL7420662A/Jill_Lynn,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Harlequin Enterprises, Limited|Language English|Pages 368",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Prodigal Cowboy,Brenda Minton,romance,First published in 2020,/works/OL21880346W,/authors/OL2674714A/Brenda_Minton,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Harlequin Enterprises, Limited|Language English|Pages 224",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Finding the Road Home,Tina Radcliffe,romance,First published in 2020,/works/OL21873875W,/authors/OL7127436A/Tina_Radcliffe,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Harlequin Enterprises, Limited|Language English|Pages 368",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Texan's Promise,Jolene Navarro,romance,First published in 2020,/works/OL21873881W,/authors/OL7386468A/Jolene_Navarro,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Harlequin Enterprises, Limited|Language English|Pages 368",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Texan's Truth,Jolene Navarro,romance,First published in 2021,/works/OL24384093W,/authors/OL7386468A/Jolene_Navarro,//covers.openlibrary.org/b/olid/OL32291636M-M.jpg,"Publish Date Apr 27, 2021|Publisher  Love Inspired|Pages 224",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
A Plan for Her Future,Lois Richer,romance,First published in 2021,/works/OL24458058W,/authors/OL1391381A/Lois_Richer,//covers.openlibrary.org/b/olid/OL32396861M-M.jpg,"Publish Date Apr 27, 2021|Publisher  Love Inspired|Pages 368",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
His Dry Creek Legacy,Janet Tronstad,romance,First published in 2021,/works/OL24608275W,/authors/OL1422840A/Janet_Tronstad,//covers.openlibrary.org/b/olid/OL32643695M-M.jpg,"Publish Date May 25, 2021|Publisher  Love Inspired|Pages 215",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Sheikh's Royal Announcement,Sharon Kendrick,romance,First published in 2020,/works/OL21890878W,/authors/OL1423305A/Sharon_Kendrick,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Harlequin Enterprises, Limited|Language English|Pages 224",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|1 Have read
Cowboy's Secret,Jill Kemerer,romance,First published in 2020,/works/OL21877968W,/authors/OL7469570A/Jill_Kemerer,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Harlequin Enterprises, Limited|Language English|Pages 368",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Keeping Faith,Hannah Alexander,romance,First published in 2013,/works/OL21556386W?edition=ia%3Akeepingfaith0000alex_x6p7,/authors/OL32104A/Hannah_Alexander,//covers.openlibrary.org/b/olid/OL29671811M-M.jpg,"Publish Date 2013|Publisher  Harlequin Enterprises, Limited|Language English|Pages 288","""Dr. Victoria Fenway and wagon-train captain Joseph Rickard promised to love each other forever, but a misunderstanding led to her marrying another man. Now determined to carry on her late husband's work of rescuing slaves, she is tracking his murderer. With dangerous slavers tracking her, Joseph becomes her protector, hoping for a second chance""--   Read more Read less",2 Want to read|0 Currently reading|0 Have read
Marlie's mystery man,Doris Rangel,romance,First published in 2003,/works/OL5806288W?edition=ia%3Amarliesmysteryma00rang,/authors/OL1422994A/Doris_Rangel,//covers.openlibrary.org/b/olid/OL3386627M-M.jpg,Publish Date 2003|Publisher  Silhouette Books|Language English|Pages 185,"To: Grammie — From: Marlie — Re: I'm falling for two men -- sort of! — Gram, Something strange has happened on my summer vacation -- there are two Caid Matthews in my life! One Caid -- the one only I can see and hear -- is romantic and sexy, with a wicked sense of humor. The other is intensely passionate and determined to get what he wants: me! Both give knee-weakening kisses, and I'm falling for each of them...for different reasons. But I can't be happy with just half a man -- so how can I get the two halves to reunite and become the perfect, whole man for me to love?   Read more Read less",2 Want to read|0 Currently reading|3 Have read
The Italian's Baby,Lucy Gordon,romance,First published in 2004,/works/OL4056457W?edition=ia%3Aitaliansbaby0000gord,/authors/OL756213A/Lucy_Gordon,//covers.openlibrary.org/b/olid/OL10280126M-M.jpg,Publish Date May 2004|Publisher  Mills & Boon|Language English,"He's come to find her—because he wants a baby...The man Becky Hanley nearly married has just walked back into her life! It's been years, but Italian Luca Montese is just as desirable as ever.... The attraction is overwhelming and she can't resist him—the love is still there. Then she discovers that all Luca really wants from her is a baby—and shockingly, she's already pregnant....   Read more Read less",10 Want to read|0 Currently reading|6 Have read
My Name Is Nell,Laura Abbot,romance,First published in 2003,/works/OL5808345W?edition=ia%3Amynameisnell00abbo,/authors/OL1423286A/Laura_Abbot,//covers.openlibrary.org/b/olid/OL3387747M-M.jpg,Publish Date 2003|Publisher  Harlequin|Language English|Pages 297,"Brady Logan never expected to find Nell Porter when he left California. He didn't even know he was looking for her.   After the death of his wife and child, Brady Logan barely felt like living, never mind loving again. Meeting Nell has somehow made him want to do both. She's nothing like the people he knew in the past, but he's ready to leave all that behind anyway.   How could he know that Nell harbors a secret that makes it impossible for them to ever be together?   Read more Read less",4 Want to read|0 Currently reading|0 Have read
The Raven and the Rose,Susan Wiggs,romance,First published in 1991,/works/OL4778092W?edition=ia%3Aravenrose00wigg,/authors/OL7094147A/Susan_Wiggs,//covers.openlibrary.org/b/olid/OL7286800M-M.jpg,Publish Date November 1991|Publisher  Harpercollins (Mm)|Language English,"One of Napoleon's mercenaries sent to conquer the Hospice of St. Bernards, Daniel Severin falls in love with Lorelei du Clerc, the illegitimate daughter of King Louis XVI, who is cloistered there.  THE LAST THING HE EXPECTED WAS TO LOVE HER  THE RAVEN    Daniel Severin--A ruthless mercenary with a heart of stone, he has been sent to the Hospice of Saint Bernard's, high up in the Swiss Alps, with a deadly mission.  THE ROSE    Lorelei du Clerc--A woman raised by the holy men of Saint Bernard's, she knows little of the world beyond the mountains, yet her very existence threatens the foundations of Napoleon Bonaparte's ever-widening empire.  THE RAVEN AND THE ROSE    In the face of an approaching army and its fiercely determined leader, Lorelei and Daniel risk everything for a love that should never have begun, but now can never be denied.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Against the Tide,Melody Carlson,romance,First published in 2016,/works/OL21320857W,/authors/OL20390A/Melody_Carlson,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Thorndike Press|Language English|Pages 306,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Noble Pursuit,Meg Lacey,romance,First published in 2002,/works/OL21378718W,/authors/OL3497544A/Meg_Lacey,/images/icons/avatar_book-sm.png,"Publish Date 2002|Publisher  Harlequin Mills & Boon, Limited|Language English|Pages 217",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Fractured Memory,Jordyn Redwood,romance,First published in 2016,/works/OL21822896W,/authors/OL7087449A/Jordyn_Redwood,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Harlequin Enterprises, Limited|Language English|Pages 288",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Treacherous Intent,Camy Tang,romance,First published in 2014,/works/OL21583118W,/authors/OL3427817A/Camy_Tang,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Harlequin Mills & Boon, Limited|Language English|Pages 224",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Hero's Sweetheart,Cheryl Wyatt,romance,First published in 2016,/works/OL21582938W?edition=ia%3Aherossweetheart0000wyat,/authors/OL3497889A/Cheryl_Wyatt,//covers.openlibrary.org/b/olid/OL29724569M-M.jpg,"Publish Date 2016|Publisher  Harlequin Enterprises, Limited|Language English|Pages 288",This edition doesn't have a description yet. Can you add one?,3 Want to read|0 Currently reading|0 Have read
Mission Undercover,Virginia Vaughan,romance,First published in 2017,/works/OL21834402W,/authors/OL2574926A/Virginia_Vaughan,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  Harlequin Enterprises, Limited|Language English|Pages 288",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Proof of Their Forbidden Night,Chantelle Shaw,romance,First published in 2020,/works/OL21872679W,/authors/OL3285866A/Chantelle_Shaw,//covers.openlibrary.org/b/olid/OL32442131M-M.jpg,"Publish Date Mar 01, 2020|Publisher  Mills & Boon,              Mills and Boon|Pages 192",This edition doesn't have a description yet. Can you add one?,3 Want to read|0 Currently reading|0 Have read
Demanding His Billion-Dollar Heir,Pippa Roscoe,romance,First published in 2020,/works/OL21872677W,/authors/OL7897071A/Pippa_Roscoe,//covers.openlibrary.org/b/olid/OL32312533M-M.jpg,"Publish Date Mar 01, 2020|Publisher  Mills & Boon,              Mills and Boon|Pages 192",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|2 Have read
Marrying His Runaway Heiress,Therese Beharrie,romance,First published in 2020,/works/OL21884809W,/authors/OL7897270A/Therese_Beharrie,//covers.openlibrary.org/b/olid/OL32335342M-M.jpg,"Publish Date Jun 01, 2020|Publisher  Mills & Boon,              Mills and Boon|Pages 192",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
