title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Marilyn at Twentieth Century Fox,Lawrence Crown,film,First published in 1987,/works/OL72133W?edition=ia%3Amarilynattwentie0000crow,/authors/OL35485A/Lawrence_Crown,//covers.openlibrary.org/b/olid/OL2078861M-M.jpg,"Publish Date 1987|Publisher  Planet Books,              Ebury Publishing|Language English|Pages 213",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|1 Have read
Hitchcock's motifs,Michael Walker,film,First published in 2004,/works/OL8018693W,/authors/OL2669721A/Michael_Walker,/images/icons/avatar_book-sm.png,Publish Date 2004|Publisher  Amsterdam University Press|Language English|Pages 490,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The gendered score,Heather Laing,film,First published in 2007,/works/OL8481450W,/authors/OL2831416A/Heather_Laing,//covers.openlibrary.org/b/olid/OL10852759M-M.jpg,Publish Date 2007|Publisher  Ashgate|Language English|Pages 196,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Oscar Micheaux and his circle,Pearl Bowser,film,First published in 2001,/works/OL19922891W?edition=ia%3Aoscarmicheauxhis0000unse,/authors/OL33293A/Pearl_Bowser,//covers.openlibrary.org/b/olid/OL3937610M-M.jpg,Publish Date 2001|Publisher  Indiana University Press|Language English|Pages 353,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Grease,Stephen Tropiano,film,First published in 2011,/works/OL16117619W,/authors/OL1476209A/Stephen_Tropiano,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Limelight Editions|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
A Companion To Shakespeare And Performance,W. B. Worthen,film,First published in 2007,/works/OL17435839W,/authors/OL2660957A/W._B._Worthen,//covers.openlibrary.org/b/olid/OL26019354M-M.jpg,"Publish Date 2008|Publisher  Wiley & Sons, Incorporated, John|Language English|Pages 704",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"British cinema, past and present",Andrew Higson,film,First published in 2000,/works/OL19240820W?edition=ia%3Abritishcinemapas0000unse,/authors/OL585216A/Andrew_Higson,//covers.openlibrary.org/b/olid/OL59143M-M.jpg,Publish Date 2000|Publisher  Routledge|Language English|Pages 385,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
"Identity, Nationhood and Bangladesh Independent Cinema",Fahmidul Haq,film,First published in 2022,/works/OL27090204W,/authors/OL10156829A/Fahmidul_Haq,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Film and the American Presidency,Jeff Menne,film,First published in 2015,/works/OL21260031W,/authors/OL7635394A/Jeff_Menne,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Taylor & Francis Group|Language English|Pages 294,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Apocalyptic Dread,Kirsten Moana Thompson,film,First published in 2007,/works/OL8358982W?edition=ia%3Aapocalypticdread00thom_069,/authors/OL2782544A/Kirsten_Moana_Thompson,//archive.org/services/img/apocalypticdread00thom_069,"Publish Date March 8, 2007|Publisher  State University of New York Press|Language English|Pages 195",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ladies of the western,"Fitzgerald, Michael G.",film,First published in 2001,/works/OL6213763W,/authors/OL1603991A/Fitzgerald_Michael_G.,//covers.openlibrary.org/b/olid/OL3951153M-M.jpg,"Publish Date 2001|Publisher  McFarland,              McFarland & Company|Language English|Pages 328","""This work features interviews with 51 leading ladies who starred in B-westerns, A-westerns, and television westerns. They talk candidly about their careers and the many difficulties that went along with their jobs""--Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
