title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Chemical Biology in Regenerative Medicine,Charles C. Hong,biology,First published in 2014,/works/OL20347699W,/authors/OL7713561A/Charles_C._Hong,//covers.openlibrary.org/b/olid/OL27557847M-M.jpg,"Publish Date Sep 15, 2014|Publisher  Wiley|Pages 240",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Hex,Rhiannon Lassiter,biology,First published in 1999,/works/OL20771358W?edition=ia%3Ahexshadows0000lass,/authors/OL1436081A/Rhiannon_Lassiter,//covers.openlibrary.org/b/olid/OL28137027M-M.jpg,"Publish Date May 24, 1999|Publisher  Macmillan Children's Books|Pages 256",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|1 Have read
Secret Family,David Bodanis,biology,First published in 1997,/works/OL2660604W?edition=ia%3Asecretfamilytwen00boda,/authors/OL388017A/David_Bodanis,//covers.openlibrary.org/b/olid/OL668990M-M.jpg,Publish Date 1997|Publisher  Simon & Schuster|Language English|Pages 222,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Bone Quantitative Ultrasound,Pascal Laugier,biology,First published in 2011,/works/OL19831903W?edition=ia%3Abonequantitative0000laug,/authors/OL7521288A/Pascal_Laugier,//covers.openlibrary.org/b/olid/OL34513584M-M.jpg,Publish Date 2014|Publisher  Springer Netherlands|Language English|Pages 468,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Mathematical methods and models in the biological sciences,Martin Eisen,biology,First published in 1900,/works/OL5093638W?edition=ia%3Amathematicalmeth0000eise,/authors/OL4407886A/Martin_Eisen,//covers.openlibrary.org/b/olid/OL20735462M-M.jpg,Publish Date 1988|Publisher  Prentice Hall|Language English|Pages 323,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The scientists behind living things,Robert Snedden,biology,First published in 2011,/works/OL16188939W?edition=ia%3Ascientistsbehind0000sned_a6d5,/authors/OL30878A/Robert_Snedden,//archive.org/services/img/scientistsbehind0000sned_a6d5,Publish Date 2011|Publisher  Raintree|Language English|Pages 48,"Looks at some important biologists and botanists, historical and modern and from a range of cultures.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
A photographic atlas for the biology laboratory,Kent M. Van De Graaff,biology,First published in 1994,/works/OL1666849W,/authors/OL187152A/Kent_M._Van_De_Graaff,/images/icons/avatar_book-sm.png,Publish Date 1996|Publisher  Morton Pub. Co.|Language English|Pages 220,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Biological oceanography,Carol M. Lalli,biology,First published in 1993,/works/OL3341270W?edition=ia%3Abiologicaloceano0000lall,/authors/OL541823A/Carol_M._Lalli,//covers.openlibrary.org/b/olid/OL1716614M-M.jpg,"Publish Date 1993|Publisher  New York,              Pergamon Press|Language English|Pages 301",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Integrated fish farming,Workshop on Integrated Fish Farming (199...,biology,First published in 1997,/works/OL2694178W?edition=ia%3Aintegratedfishfa0000work,/authors/OL393779A/Workshop_on_Integrated_Fish_Farming_(1994_Wuxi_Jiangsu_Sheng_China),//covers.openlibrary.org/b/olid/OL680897M-M.jpg,Publish Date 1998|Publisher  CRC Press|Language English|Pages 420,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Serengeti lion,George B. Schaller,biology,First published in 1972,/works/OL2619354W?edition=ia%3Aserengetilionstu0000scha,/authors/OL381574A/George_B._Schaller,//covers.openlibrary.org/b/olid/OL22099135M-M.jpg,Pages 480,This edition doesn't have a description yet. Can you add one?,3 Want to read|0 Currently reading|1 Have read
