title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Amy's disappearing pickle,Elizabeth Crary,juvenile_literature,First published in 2000,/works/OL20979686W?edition=ia%3Aamysdisappearing0000crar,/authors/OL533756A/Elizabeth_Crary,//covers.openlibrary.org/b/olid/OL8701803M-M.jpg,Publish Date October 2000|Publisher  Parenting Press|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Secret of the Manhattan Project,Doreen Gonzales,juvenile_literature,First published in 2012,/works/OL20403584W,/authors/OL400584A/Doreen_Gonzales,//covers.openlibrary.org/b/olid/OL27622004M-M.jpg,"Publish Date Jul 01, 2012|Publisher  Enslow Publishers|Pages 128",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Carnivorous mushrooms,Victor Gentle,juvenile_literature,First published in 1996,/works/OL1860834W?edition=ia%3Acarnivorousmushr0000gent,/authors/OL222786A/Victor_Gentle,//covers.openlibrary.org/b/olid/OL969065M-M.jpg,Publish Date 1996|Publisher  Gareth Stevens Pub.|Language English|Pages 24,"Introduces some varieties of fungi that eat eel worms, describing the damage these tiny worms cause to both plants and animals and the different ways that the fungi trap their prey.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
"Plateau Indians (Ansary, Mir Tamim. Native Americans.)",Mir Tamim Ansary,juvenile_literature,First published in 2000,/works/OL1856546W?edition=ia%3Aplateauindians0000ansa,/authors/OL222244A/Mir_Tamim_Ansary,//covers.openlibrary.org/b/olid/OL9314123M-M.jpg,Publish Date March 2000|Publisher  Heinemann|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Plains Indians (Native Americans),Mir Tamim Ansary,juvenile_literature,First published in 2001,/works/OL1856543W?edition=ia%3Aplainsindians0000ansa,/authors/OL222244A/Mir_Tamim_Ansary,//covers.openlibrary.org/b/olid/OL8826793M-M.jpg,Publish Date April 2001|Publisher  Heinemann Library|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
How video game designers use math,Jill Egan,juvenile_literature,First published in 2010,/works/OL18565783W?edition=ia%3Ahowvideogamedesi0000egan,/authors/OL5177339A/Jill_Egan,//covers.openlibrary.org/b/olid/OL24060759M-M.jpg,"Publish Date 2010|Publisher  Chelsea Clubhouse,              Infobase Holdings, Inc.|Language English",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Southwest Indians (Native Americans),Mir Tamim Ansary,juvenile_literature,First published in 2001,/works/OL1856557W?edition=ia%3Asouthwestindians0000ansa_o0a0,/authors/OL222244A/Mir_Tamim_Ansary,//covers.openlibrary.org/b/olid/OL8826794M-M.jpg,Publish Date April 2001|Publisher  Heinemann Library|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
"A noun, a verb, an adjective, an adverb, a pronoun, a conjuntion, an interjection, a preposition",Michael Dahl,juvenile_literature,First published in 2008,/works/OL1878557W,/authors/OL224931A/Michael_Dahl,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Picture Window Books|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Every human has rights,National Geographic Society (U.S.),juvenile_literature,First published in 2009,/works/OL18705893W?edition=ia%3Aeveryhumanhasrig0000unse,/authors/OL114846A/National_Geographic_Society_(U.S.),//covers.openlibrary.org/b/olid/OL23165877M-M.jpg,Publish Date 2009|Publisher  National Geographic|Language English,Poetry of the sixteen winners of the ePals Human Rights Writing Contest reflects the U.N. Universal Declaration of Human Rights.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
On a bike,Nikki Bundey,juvenile_literature,First published in 1998,/works/OL1904037W?edition=ia%3Aonbike0000bund,/authors/OL227943A/Nikki_Bundey,//covers.openlibrary.org/b/olid/OL678880M-M.jpg,Publish Date 1998|Publisher  Carolrhoda Books|Language English|Pages 32,"Introduces basic physics concepts such as force, resistance, and friction while describing bicycling skills, techniques, events, and safety issues.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Soda Pop Science Fair Projects (Prize-Winning Science Fair Projects),Thomas R Rybolt,juvenile_literature,First published in 2015,/works/OL19340200W?edition=ia%3Asodapopsciencefa0000rybo,/authors/OL4904216A/Thomas_R_Rybolt,//covers.openlibrary.org/b/olid/OL26797625M-M.jpg,"Publish Date Aug 01, 2015|Publisher  Enslow Publishing|Pages 128",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Fun and Easy Drawing Fantasy Characters,Rosa M. Curto,juvenile_literature,First published in 2013,/works/OL19340190W?edition=ia%3Afuneasydrawingfa0000curt,/authors/OL2845008A/Rosa_M._Curto,//covers.openlibrary.org/b/olid/OL26797615M-M.jpg,"Publish Date Sep 01, 2013|Publisher  Enslow Elementary|Pages 36",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
The Spanish-American War (U.S. Wars),Carl R. Green,juvenile_literature,First published in 2002,/works/OL19340173W?edition=ia%3Athespanishameric0000gree,/authors/OL28357A/Carl_R._Green,//covers.openlibrary.org/b/olid/OL3940060M-M.jpg,Publish Date 2002|Publisher  MyReportLinks.com Books|Language English|Pages 48,Discusses how the interests of American expansionists in the Spanish colony of Cuba eventually resulted in a war with Spain.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Outrageous women of the Renaissance,Vicki León,juvenile_literature,First published in 1999,/works/OL1927437W?edition=ia%3Aoutrageouswomeno00leon_1,/authors/OL231094A/Vicki_León,//covers.openlibrary.org/b/olid/OL369681M-M.jpg,Publish Date 1999|Publisher  John Wiley|Language English|Pages 117,This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|1 Have read
I meant to tell you,James Stevenson,juvenile_literature,First published in 1996,/works/OL19445365W?edition=ia%3Aimeanttotellyou0000stev,/authors/OL24289A/James_Stevenson,//covers.openlibrary.org/b/olid/OL1273970M-M.jpg,Publish Date 1996|Publisher  Greenwillow Books|Language English,The author remembers special times that he and his daughter shared as she was growing up.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
En el campo de juego con-- Alex Rodriguez,Glenn Stout,juvenile_literature,First published in 2005,/works/OL19433591W,/authors/OL449403A/Glenn_Stout,/images/icons/avatar_book-sm.png,"Publish Date 2005|Publisher  Little, Brown|Language Spanish|Pages 134","A biography of the talented Seattle Mariners' shortstop, Alex Rodriguez, who signed with the Texas Rangers for the 2001 season.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
My magic numbers book,Sally Hewitt,juvenile_literature,First published in 1998,/works/OL19408248W,/authors/OL5092621A/Sally_Hewitt,//covers.openlibrary.org/b/olid/OL708952M-M.jpg,Publish Date 1998|Publisher  Grosset & Dunlap|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Science play!,Jill Frankel Hauser,juvenile_literature,First published in 1998,/works/OL1947936W?edition=ia%3Ascienceplaybegin0000haus_p8f3,/authors/OL233755A/Jill_Frankel_Hauser,//covers.openlibrary.org/b/olid/OL692290M-M.jpg,Publish Date 1998|Publisher  Williamson Pub. Co.|Language English|Pages 135,"Contains sixty-five activities that introduce readers to scientific exploration, including such subjects as weather, soil science, plants, color, and light.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Hangin' with Lil Bow Wow,Michael-Anne Johns,juvenile_literature,First published in 2002,/works/OL19428069W,/authors/OL34711A/Michael-Anne_Johns,//covers.openlibrary.org/b/olid/OL3657047M-M.jpg,Publish Date 2002|Publisher  Scholastic|Language English|Pages 47,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Whos Haunting The White House The Presidents Mansion And The Ghosts Who Live There,Rick Powell,juvenile_literature,First published in 2012,/works/OL17552325W,/authors/OL7346312A/Rick_Powell,//covers.openlibrary.org/b/olid/OL26142570M-M.jpg,Publish Date 2012|Publisher  Sterling,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Dennis Tito,Heather Feldman,juvenile_literature,First published in 2003,/works/OL1933691W?edition=ia%3Adennistitofirsts0000feld,/authors/OL231968A/Heather_Feldman,//covers.openlibrary.org/b/olid/OL8121275M-M.jpg,Publish Date August 2003|Publisher  PowerKids Press|Language English|Pages 24,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Johann Sebastian Bach (Getting to Know the World's Greatest Composers),Mike Venezia,juvenile_literature,First published in 2017,/works/OL19353982W,/authors/OL20261A/Mike_Venezia,//covers.openlibrary.org/b/olid/OL26810481M-M.jpg,"Publish Date Feb 01, 2017|Publisher  Childrens Pr|Pages 34",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Benjamin Harrison,Jean Kinney Williams,juvenile_literature,First published in 2004,/works/OL1941102W?edition=ia%3Abenjaminharrison00will,/authors/OL232932A/Jean_Kinney_Williams,//covers.openlibrary.org/b/olid/OL3288297M-M.jpg,Publish Date 2004|Publisher  Children's Press|Language English|Pages 110,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
John Tyler,Kate Havelin,juvenile_literature,First published in 2005,/works/OL1914887W?edition=ia%3Ajohntyler0000have,/authors/OL229391A/Kate_Havelin,//covers.openlibrary.org/b/olid/OL3290199M-M.jpg,Publish Date 2005|Publisher  Lerner Pub. Co.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Signing Fun,Penny Warner,juvenile_literature,First published in 2006,/works/OL1905658W?edition=ia%3Asigningfunameric0000warn,/authors/OL228105A/Penny_Warner,//covers.openlibrary.org/b/olid/OL9783650M-M.jpg,"Publish Date November 15, 2006|Publisher  Gallaudet University Press|Language English|Pages 192",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The blue rose,Gerda Weissmann Klein,juvenile_literature,First published in 1974,/works/OL19137679W,/authors/OL39289A/Gerda_Weissmann_Klein,//covers.openlibrary.org/b/olid/OL5048588M-M.jpg,Publish Date 1974|Publisher  L. Hill|Language English|Pages 64,Brief text and black and white photographs explain how Jenny is different from other girls and why she needs more love and understanding.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Top 10 stars of the NCAA men's basketball tournament,Ron Knapp,juvenile_literature,First published in 2001,/works/OL19131031W?edition=ia%3Atop10starsofncaa0000knap,/authors/OL20174A/Ron_Knapp,//covers.openlibrary.org/b/olid/OL6777537M-M.jpg,Publish Date 2001|Publisher  Enslow Publishers|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
