title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Hubert's hair-raising adventure,Bill Peet,juvenile_literature,First published in 1959,/works/OL3636873W?edition=ia%3Ahubertshairraisi00peet_0,/authors/OL621168A/Bill_Peet,//covers.openlibrary.org/b/olid/OL16584483M-M.jpg,Publish Date 1959|Publisher  Houghton Mifflin|Language English|Pages 38,"In this rhyming story, a haughty lion accidentally loses his mane. His friends find a remedy, but it creates a new crisis.   Read more Read less",9 Want to read|0 Currently reading|4 Have read
Waverley,Sir Walter Scott,juvenile_literature,First published in 2010,/works/OL20403828W?edition=ia%3Awaverley0000scot_x8n9,/authors/OL75235A/Sir_Walter_Scott,//covers.openlibrary.org/b/olid/OL28458094M-M.jpg,Publish Date 2010|Publisher  Real Reads Ltd.|Language English|Pages 64,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Mounds of earth and shell,Bonnie Shemie,juvenile_literature,First published in 1993,/works/OL15844179W?edition=ia%3Amoundsofearthshe00shem,/authors/OL546243A/Bonnie_Shemie,//covers.openlibrary.org/b/olid/OL1438290M-M.jpg,Publish Date 1993|Publisher  Tundra Books|Language English|Pages 24,"Of all the buildings made by the Native peoples across North America, the least know and understood are the mounds.   Read more Read less",3 Want to read|0 Currently reading|0 Have read
Helen Keller,Helen Keller,juvenile_literature,First published in 1970,/works/OL4002702W?edition=ia%3Astoryofmylife0000kell_i2d5,/authors/OL34517A/Helen_Keller,//covers.openlibrary.org/b/olid/OL8071527M-M.jpg,Publish Date November 1992|Publisher  Watermill Pr|Language English,"“Letters and experiences of the courageous girl, blind and deaf from infancy, who educated herself despite these handicaps.”    — A.L.A. Catalog 1926    “The book is indeed unique. The story itself and the years of effort which have made its telling possible, the personality which it reveals, and the creation of that personality,—these are things which seem little short of miraculous. The narrative of a young woman who has been deaf and blind from infancy is written in a style which is not only idiomatic, but individual and rhythmical. As one reads, one forgets to make allowances for limitations which are apt to slip out of sight, until a chance phrase recalls one with a start to the realization that the mind which deals so freely and normally with the ordinary factors of human life dwells forever in silence and the dark.”    – Standard Catalog for Public Libraries : Biography Section (1927)   Read more Read less",7 Want to read|1 Currently reading|1 Have read
Alphabet Soup,Michael Dahl,juvenile_literature,First published in 2003,/works/OL1878621W?edition=ia%3Aalphabetsoupbook0000dahl,/authors/OL224931A/Michael_Dahl,//covers.openlibrary.org/b/olid/OL3672833M-M.jpg,Publish Date 2004|Publisher  Picture Window Books|Language English|Pages 24,"A collection of riddles whose answers are one or more letters of the alphabet, such as ""What letter is part of your face? I.""   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Space Exploration,Ferguson.,juvenile_literature,First published in 2008,/works/OL5366863W?edition=ia%3Adiscoveringcaree0000ferg,/authors/OL1236218A/Ferguson.,//covers.openlibrary.org/b/olid/OL11360756M-M.jpg,"Publish Date September 30, 2008|Publisher  Ferguson Pub,              Brand: Ferguson Pub|Language English|Pages 91",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Times Tables,Wendy Clemson,juvenile_literature,First published in 1996,/works/OL2972030W?edition=ia%3Atimestables0000clem,/authors/OL454426A/Wendy_Clemson,//covers.openlibrary.org/b/olid/OL17542031M-M.jpg,Publish Date 1998|Publisher  Dorling Kindersley|Language English|Pages 28,"Uses picture puzzles, number games, and other activities to provide practice for the multiplication tables from two through ten.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Kitchen science,Shar Levine,juvenile_literature,First published in 2003,/works/OL15964904W?edition=ia%3Akitchenscience00levi,/authors/OL32214A/Shar_Levine,//covers.openlibrary.org/b/olid/OL24870810M-M.jpg,Publish Date 2003|Publisher  Sterling Pub.|Language English|Pages 80,"Shows how to turn your kitchen into a laboratory and perform all sorts of experiments with food, such as making sun tea, creating an acid/base tester, and gathering spores from mushrooms.   Read more Read less",4 Want to read|0 Currently reading|0 Have read
United no more!,Doreen Rappaport,juvenile_literature,First published in 2005,/works/OL463884W,/authors/OL27080A/Doreen_Rappaport,//covers.openlibrary.org/b/olid/OL3394612M-M.jpg,Publish Date 2007|Publisher  HarperCollinsPublishers|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The ABCs of Habitats (The Abcs of the Natural World),Bobbie Kalman,juvenile_literature,First published in 2007,/works/OL115078W?edition=ia%3Aabcsofhabitats0000kalm,/authors/OL19026A/Bobbie_Kalman,//covers.openlibrary.org/b/olid/OL10974036M-M.jpg,"Publish Date October 15, 2007|Publisher  Crabtree Publishing Company|Language English|Pages 32",This edition doesn't have a description yet. Can you add one?,6 Want to read|0 Currently reading|0 Have read
