title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Personality and Personal Growth,Robert Frager,psychology,First published in 1984,/works/OL2648448W?edition=ia%3Apersonalityperso00frag,/authors/OL386111A/Robert_Frager,//covers.openlibrary.org/b/olid/OL665002M-M.jpg,Publish Date 1997|Publisher  Longman|Language English|Pages 602,This edition doesn't have a description yet. Can you add one?,7 Want to read|2 Currently reading|0 Have read
Situating Qualitative Methods in Psychological Science,Brian Schiff,psychology,First published in 2018,/works/OL25745491W,/authors/OL7665859A/Brian_Schiff,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Le Fétichisme dans l'amour: la vie psychique des micro-organismes, l'intensité des images mentales, etc.",Alfred Binet,psychology,First published in 1891,/works/OL2506172W,/authors/OL352128A/Alfred_Binet,/images/icons/avatar_book-sm.png,Publish Date 2000|Publisher  Bibliothèque des introuvables|Language French|Pages 306,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
It's Not Just About the Ribbons,Jane Savoie,psychology,First published in 2003,/works/OL1904417W?edition=ia%3Aitsnotjustaboutr0000savo_p6j0,/authors/OL227979A/Jane_Savoie,//covers.openlibrary.org/b/olid/OL8278187M-M.jpg,"Publish Date October 31, 2003|Publisher  J.A.Allen & Co Ltd,              The Crowood Press|Pages 240",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
"Psychoanalysis, psychology, and literature, a bibliography",Norman Kiell,psychology,First published in 1982,/works/OL2914448W?edition=ia%3Apsychoanalysisps0000kiel,/authors/OL443925A/Norman_Kiell,//covers.openlibrary.org/b/olid/OL22119623M-M.jpg,Publisher  Scarecrow Press,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Adaptation to life,George E. Vaillant,psychology,First published in 1977,/works/OL2945634W?edition=ia%3Aadaptationtolife0000vail_h0q9,/authors/OL449334A/George_E._Vaillant,//covers.openlibrary.org/b/olid/OL7670442M-M.jpg,"Publish Date August 11, 1998|Publisher  Harvard University Press|Language English|Pages 414",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
The solving of problem-situations by preschool children,Augusta Alpert,psychology,First published in 1928,/works/OL7046031W,/authors/OL1976371A/Augusta_Alpert,/images/icons/avatar_book-sm.png,Publish Date 1972|Publisher  AMS Press|Language English|Pages 69,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Until We Are Six,Gary E. Stollak,psychology,First published in 1978,/works/OL6797782W,/authors/OL1858552A/Gary_E._Stollak,/images/icons/avatar_book-sm.png,Publish Date 1978|Publisher  R. E. Krieger Pub. Co.|Language English|Pages 176,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Cognitive development and education,Johanna Turner,psychology,First published in 1984,/works/OL5600447W?edition=ia%3Acognitivedevelop0000turn,/authors/OL1348502A/Johanna_Turner,//covers.openlibrary.org/b/olid/OL3174979M-M.jpg,Publish Date 1984|Publisher  Methuen|Language English|Pages 186,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Acquired Hearing Loss,Alan J. Thomas,psychology,First published in 1984,/works/OL5361745W?edition=ia%3Aacquiredhearingl0000thom,/authors/OL1234633A/Alan_J._Thomas,//covers.openlibrary.org/b/olid/OL2850102M-M.jpg,Publish Date 1984|Publisher  Academic Press|Language English|Pages 215,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The ever-transcending spirit,Toru Sato,psychology,First published in 2003,/works/OL8151206W?edition=ia%3Aevertranscending0000sato,/authors/OL2718094A/Toru_Sato,//covers.openlibrary.org/b/olid/OL23122193M-M.jpg,"Publish Date 2003|Publisher  IUniverse, Inc.|Language English|Pages 115",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Faces in a Cloud,George E. Atwood,psychology,First published in 1993,/works/OL8515171W?edition=ia%3Afacesincloudinte0000unse,/authors/OL1348163A/George_E._Atwood,//covers.openlibrary.org/b/olid/OL1406621M-M.jpg,Publish Date 1993|Publisher  Aronson|Language English|Pages 210,This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
You unstuck: mastering the new rules of risk-taking at work and in life,Libby Gill,psychology,First published in 2009,/works/OL8201308W,/authors/OL2728722A/Libby_Gill,//covers.openlibrary.org/b/olid/OL24261761M-M.jpg,"Publish Date 2009|Publisher  Solas House, Inc.|Language English","Everyone gets stuck. It's part of the human condition. Maybe you're stuck in your career, finances, health or relationships. Or maybe life dealt you a bad blow like a layoff or divorce. The real question is this: What are you going to do about it?YOU UNSTUCK is designed to give you hope and tools, backed with science, to get you past your sticking points. Hope because that's the one thing you can't afford to lose if you're going to succeed in work and life. Science because you need the latest brain research to understand why you behave the way you do. And tools because the process of life change is so misunderstood, you may have been going at it all wrong. Otherwise, you wouldn't be stuck right now, would you? It's like trying to replace a flat tire without a jack. The more you try, the more hopeless you feel and more hopeless you feel, the more stuck you are. Author Libby Gill wants to help you change all that.Dedicated to helping people overcome limiting assumptions and undermining behaviors so they can make real and lasting change, Gill created the ""Clarify, Simplify & Execute"" program that she's used with great success as an executive coach. Readers will learn this proven process to clarify a vision for the life they want, simplify the most direct route to get there, then aggressively execute their action plan.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Psicoanalisi della guerra,Franco Fornari,psychology,First published in 1974,/works/OL5174578W?edition=ia%3Apsychoanalysisof00forn,/authors/OL1151283A/Franco_Fornari,//covers.openlibrary.org/b/olid/OL24754095M-M.jpg,Publish Date 1974|Publisher  Anchor Press|Language English|Pages 284,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Taking Charge,Irene Pollin,psychology,First published in 1994,/works/OL3742777W,/authors/OL656954A/Irene_Pollin,//covers.openlibrary.org/b/olid/OL1419437M-M.jpg,Publish Date 1994|Publisher  Times Books|Language English|Pages 262,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
