title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Hidden Twins What Adult Opposite Sex Twins Have To Teach Us,Olivia Lousada,psychology,First published in 2009,/works/OL17535795W?edition=ia%3Ahiddentwinswhata0000lous,/authors/OL7342000A/Olivia_Lousada,//covers.openlibrary.org/b/olid/OL26125463M-M.jpg,"Publish Date 2009|Publisher  Karnac Books,              Karnac|Pages 181",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Personal adjustment and growth, a life-span approach",Harvey Barocas,psychology,First published in 1983,/works/OL5917113W?edition=ia%3Apersonaladjustme0000baro,/authors/OL1461190A/Harvey_Barocas,//covers.openlibrary.org/b/olid/OL3508980M-M.jpg,Publish Date 1983|Publisher  St. Martin's Press|Language English|Pages 496,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Motivation,Phil Evans,psychology,First published in 1975,/works/OL796892W,/authors/OL66741A/Phil_Evans,/images/icons/avatar_book-sm.png,"Publish Date 1975|Publisher  Methuen,              Routledge Kegan & Paul|Language English|Pages 143",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Ravānʹshināsī-i yaktāʹparastī, yā, Fānūs-i rastgārī",Mahdī Parvā,psychology,First published in 2001,/works/OL35576344W,/authors/OL12870680A/Mahdī_Parvā,/images/icons/avatar_book-sm.png,Publish Date 2001|Publisher  Shirkat-i Sahāmī-i Intishār|Language Persian|Pages 262,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Was ist Religion?,Marcel Dobberstein,psychology,First published in 2007,/works/OL3152799W,/authors/OL501705A/Marcel_Dobberstein,/images/icons/avatar_book-sm.png,Publish Date 2007|Publisher  G. Olms|Language German|Pages 345,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Lev Vygotsky (Continuum Library of Educational Thought),Rene Van Der Veer,psychology,First published in 2008,/works/OL8223155W,/authors/OL2735059A/Rene_Van_Der_Veer,/images/icons/avatar_book-sm.png,"Publish Date January 15, 2008|Publisher  Continuum International Publishing Group,              Bloomsbury Academic,              Continuum|Language English|Pages 240",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Algi shwiun paltal kwa isang simni,Si-jong Yi,psychology,First published in 2018,/works/OL32473300W,/authors/OL11777700A/Si-jong_Yi,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Munhwa Supsok Yesul Saem|Language Korean|Pages 290,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Rongge ren ge lei xing,Daryl Sharp,psychology,First published in 2012,/works/OL19957528W,/authors/OL282645A/Daryl_Sharp,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Xin ling gong fang wen hua shi ye gu fen you xian gong si|Language Chinese|Pages 156,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Shi bing xin li xue,Zhige Li,psychology,First published in 2003,/works/OL24008532W,/authors/OL5031719A/Zhige_Li,/images/icons/avatar_book-sm.png,Publish Date 2003|Publisher  Jun shi ke xue chu ban she|Language Chinese|Pages 250,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Shakaiteki taido no riron, sokutei, ōyō",Takehiro Fujihara,psychology,First published in 2001,/works/OL23768999W,/authors/OL8953680A/Takehiro_Fujihara,/images/icons/avatar_book-sm.png,Publish Date 2001|Publisher  Kansei Gakuin Daigaku Shuppankai|Language Japanese|Pages 332,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
