title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Neptune,Paul Fleisher,juvenile_literature,First published in 2010,/works/OL12220069W?edition=ia%3Aneptune0000flei,/authors/OL5321410A/Paul_Fleisher,//covers.openlibrary.org/b/olid/OL22659037M-M.jpg,Publish Date 2010|Publisher  Lerner Publications Co.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The babies are landing,Joan Margalith,juvenile_literature,First published in 2000,/works/OL12281751W?edition=ia%3Ababiesarelanding0000marg,/authors/OL5370809A/Joan_Margalith,//covers.openlibrary.org/b/olid/OL17918118M-M.jpg,Publish Date 2000|Publisher  Chronicle Books|Language English|Pages 28,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Freshwater fishes,Marjorie L. Buckmaster,juvenile_literature,First published in 2007,/works/OL12279450W?edition=ia%3Afreshwaterfishes0000buck,/authors/OL5368713A/Marjorie_L._Buckmaster,//covers.openlibrary.org/b/olid/OL17912951M-M.jpg,Publish Date 2007|Publisher  Marshall Cavendish Benchmark|Language English,"""Describes the characteristics and behavior of freshwater fishes kept as pets, also discussing the physical appearance and place in the history of these fishes""--Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Energy sources: the impact of science and technology,Rob Bowden,juvenile_literature,First published in 2010,/works/OL12265834W?edition=ia%3Aenergysourcesimp0000bowd,/authors/OL5357955A/Rob_Bowden,//covers.openlibrary.org/b/olid/OL23197452M-M.jpg,Publish Date 2010|Publisher  Gareth Stevens Pub.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Wonderful world of animals,"Moore, Donald E. III.",juvenile_literature,First published in 2006,/works/OL12277827W?edition=ia%3Awonderfulworldof0000moor,/authors/OL5367295A/Moore_Donald_E._III.,//covers.openlibrary.org/b/olid/OL17907650M-M.jpg,"Publish Date 2006|Publisher  Disney Enterprises, Inc.|Language English|Pages 125","Packed with stunning photographs of animals accompanied by delightful Disney character illustrations, this book helps children discover the many fascinations of the animal kingdom.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The immune system,Gregory John Stewart,juvenile_literature,First published in 2009,/works/OL10394808W?edition=ia%3Aimmunesystemyour00stew_509,/authors/OL4310361A/Gregory_John_Stewart,//covers.openlibrary.org/b/olid/OL23202506M-M.jpg,Publish Date 2009|Publisher  Chelsea House|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The forces of Krill,S. Eric Meretsky,juvenile_literature,First published in 1984,/works/OL11314995W,/authors/OL4752897A/S._Eric_Meretsky,/images/icons/avatar_book-sm.png,Publish Date 1984|Publisher  Puffin|Language English|Pages 126,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The tasks of Tantalon,Steve Jackson,juvenile_literature,First published in 1986,/works/OL11314958W,/authors/OL4752891A/Steve_Jackson,/images/icons/avatar_book-sm.png,Publish Date 1986|Publisher  Puffin Books in association with Oxford University Press|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Fighting fantasy,Steve Jackson,juvenile_literature,First published in 1984,/works/OL11314946W?edition=ia%3Afightingfantasyi00jack,/authors/OL4752891A/Steve_Jackson,//covers.openlibrary.org/b/olid/OL14950695M-M.jpg,Publish Date 1984|Publisher  Puffin|Language English|Pages 239,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Tools,Susan Canizares,juvenile_literature,First published in 1999,/works/OL15154524W?edition=ia%3Atoolscani00cani,/authors/OL19626A/Susan_Canizares,//covers.openlibrary.org/b/olid/OL24222159M-M.jpg,Publish Date 1999|Publisher  Scholastic,"Simple text and photographs explore the many tools that can be used to make, fix, or build things.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
This bird can't fly,Susan Canizares,juvenile_literature,First published in 1998,/works/OL15154129W?edition=ia%3Athisbirdcantfly00cani,/authors/OL19626A/Susan_Canizares,//covers.openlibrary.org/b/olid/OL24221762M-M.jpg,Publish Date 1998|Publisher  Scholastic,"Simple text and photographs show how the penguin, ostrich, and other flightless birds can travel by swimming, running, sliding, and other methods of movement.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
"Nuclear energy: troubled past, uncertain future",Laurence P. Pringle,juvenile_literature,First published in 1989,/works/OL15124384W?edition=ia%3Anuclearenergytro00prin,/authors/OL26645A/Laurence_P._Pringle,//covers.openlibrary.org/b/olid/OL2050995M-M.jpg,"Publish Date 1989|Publisher  Macmillan,              Collier Macmillan|Language English|Pages 124",Surveys the history and development of nuclear power and presents both sides of the controversy surrounding its use.   Read more Read less,1 Want to read|1 Currently reading|0 Have read
Animals and their niches: how species share resources,Laurence P. Pringle,juvenile_literature,First published in 1977,/works/OL15124339W?edition=ia%3Aanimalstheirnich00prin,/authors/OL26645A/Laurence_P._Pringle,//covers.openlibrary.org/b/olid/OL4537543M-M.jpg,Publish Date 1977|Publisher  Morrow|Language English|Pages 64,Discusses the sharing of food and other resources among species of animals that live in the same community.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Estuaries; where rivers meet the sea,Laurence P. Pringle,juvenile_literature,First published in 1973,/works/OL15124358W?edition=ia%3Aestuarieswhereri00prin,/authors/OL26645A/Laurence_P._Pringle,//covers.openlibrary.org/b/olid/OL5304079M-M.jpg,Publish Date 1973|Publisher  Macmillan|Language English|Pages 55,Introduces in text and photographs the physical characteristics and plant and animal inhabitants of one of earth's most valuable ecosystems - the estuary.   Read more Read less,1 Want to read|0 Currently reading|0 Have read
Here come the killer bees,Laurence P. Pringle,juvenile_literature,First published in 1986,/works/OL15124369W?edition=ia%3Aherecomekillerbe00prin,/authors/OL26645A/Laurence_P._Pringle,//covers.openlibrary.org/b/olid/OL2715459M-M.jpg,Publish Date 1986|Publisher  Morrow|Language English|Pages 58,"Describes the characteristics and behavior of Africanized bees and discusses how they came to Brazil, how they are spreading northward, and their potentially disruptive influence on the native honeybee population which in turn could damage crop yields and the honey and beeswax industry.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
LA Catarina (Life Cycles),David M. Schwartz,juvenile_literature,First published in 2001,/works/OL15125655W?edition=ia%3Alacatarina0000schw,/authors/OL21942A/David_M._Schwartz,//covers.openlibrary.org/b/olid/OL11496122M-M.jpg,Publish Date September 2001|Publisher  Gareth Stevens Publishing|Language Spanish|Pages 24,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Venice,"Rossi, Renzo",juvenile_literature,First published in 2003,/works/OL15051254W,/authors/OL19190A/Rossi_Renzo,//covers.openlibrary.org/b/olid/OL3691743M-M.jpg,Publish Date 2003|Publisher  Enchanted Lion Books|Language English,"Illustrations and text provide an overview of the history and culture of the water-bound city of Venice, Italy, from the sixth century to the present day.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
True underground rescue stories,Jeff C. Young,juvenile_literature,First published in 2011,/works/OL15050918W?edition=ia%3Atrueundergroundr0000youn,/authors/OL533853A/Jeff_C._Young,//covers.openlibrary.org/b/olid/OL23962659M-M.jpg,Publish Date 2011|Publisher  Enslow|Language English,"""Readers can learn about the rescues of Jessica McClure, Floyd Collins, the Quecreek Mine Rescue, the Elandsrand Mine Rescue, and Wesley Autrey""--Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Let's look at sea otters,Michelle Levine,juvenile_literature,First published in 2011,/works/OL15051256W?edition=ia%3Aletslookatseaott0000levi,/authors/OL1388429A/Michelle_Levine,//covers.openlibrary.org/b/olid/OL23733661M-M.jpg,Publish Date 2011|Publisher  Lerner Publications Company|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Evolution: the adaptation and survival of species,Kristi Lew,juvenile_literature,First published in 2011,/works/OL15051214W,/authors/OL3557180A/Kristi_Lew,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Rosen Pub.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Pilots (Community Helpers),Fran Hodgkins,juvenile_literature,First published in 2001,/works/OL15110104W?edition=ia%3Apilots0000hodg,/authors/OL34428A/Fran_Hodgkins,//covers.openlibrary.org/b/olid/OL10602846M-M.jpg,Publish Date January 2001|Publisher  Bridgestone Books|Language English|Pages 24,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Rugby (Activators),Clive Gifford,juvenile_literature,First published in 1999,/works/OL15026268W?edition=ia%3Arugby0000giff_x2z6,/authors/OL23558A/Clive_Gifford,//covers.openlibrary.org/b/olid/OL10629372M-M.jpg,"Publish Date September 16, 1999|Publisher  Hodder Children's Books|Pages 127",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
African elephants,Roland Smith,juvenile_literature,First published in 1995,/works/OL15071745W?edition=ia%3Aafricanelephants00smit,/authors/OL24513A/Roland_Smith,//covers.openlibrary.org/b/olid/OL1108959M-M.jpg,Publish Date 1995|Publisher  Lerner Publications|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Orbiting eyes: the science of artificial satellites,Don Nardo,juvenile_literature,First published in 2009,/works/OL15072343W?edition=ia%3Aorbitingeyesscie0000nard,/authors/OL19822A/Don_Nardo,//covers.openlibrary.org/b/olid/OL17103894M-M.jpg,Publish Date 2009|Publisher  Compass Point Books|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Nervous System,Helen Frost,juvenile_literature,First published in 2000,/works/OL15045516W?edition=ia%3Anervoussystem0000fros,/authors/OL19930A/Helen_Frost,//covers.openlibrary.org/b/olid/OL7893716M-M.jpg,Publish Date July 2000|Publisher  Pebble Books|Language English|Pages 24,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ancient Egypt (World History),Don Nardo,juvenile_literature,First published in 2006,/works/OL15072112W,/authors/OL19822A/Don_Nardo,//covers.openlibrary.org/b/olid/OL8845680M-M.jpg,"Publish Date November 17, 2006|Publisher  Lucent Books|Language English|Pages 104",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Walkingsticks,Helen Frost,juvenile_literature,First published in 2001,/works/OL15045576W?edition=ia%3Awalkingsticks0000fros,/authors/OL19930A/Helen_Frost,//covers.openlibrary.org/b/olid/OL7893805M-M.jpg,Publish Date January 2001|Publisher  Pebble Books|Language English|Pages 24,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
El Ciclo De Vida Del Tiburon/ The Life Cycle of a Shark (Ciclos De Vida/ Life Cycles),John Crossingham,juvenile_literature,First published in 2007,/works/OL15090375W?edition=ia%3Aelciclodevidadel0000cros,/authors/OL1427189A/John_Crossingham,//covers.openlibrary.org/b/olid/OL8082045M-M.jpg,"Publish Date March 30, 2007|Publisher  Crabtree Publishing Company|Language Spanish|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Moon (The Solar System),Stephen Feinstein,juvenile_literature,First published in 2005,/works/OL15053714W?edition=ia%3Amoon0000fein,/authors/OL28950A/Stephen_Feinstein,//covers.openlibrary.org/b/olid/OL10937189M-M.jpg,"Publish Date April 30, 2005|Publisher  Myreportlinks.com|Language English|Pages 48",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Bighorn Sheep: Help Save This Endangered Species! (Saving Endangered Species),Stephen Feinstein,juvenile_literature,First published in 2007,/works/OL15053678W?edition=ia%3Abighornsheephelp0000fein,/authors/OL28950A/Stephen_Feinstein,//covers.openlibrary.org/b/olid/OL12496750M-M.jpg,Publish Date August 2007|Publisher  Myreportlinks.com|Language English|Pages 128,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Wolf spiders: hardworking parents,Sandra Markle,juvenile_literature,First published in 2010,/works/OL15053570W,/authors/OL234971A/Sandra_Markle,/images/icons/avatar_book-sm.png,Publish Date 2010|Publisher  Lerner Publications|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Earth (The Solar System),Stephen Feinstein,juvenile_literature,First published in 2005,/works/OL15053694W?edition=ia%3Aearthfein00fein,/authors/OL28950A/Stephen_Feinstein,//covers.openlibrary.org/b/olid/OL10937184M-M.jpg,"Publish Date March 30, 2005|Publisher  Myreportlinks.com|Language English|Pages 48",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Midwest Today (Reading about America),Various,juvenile_literature,First published in 2004,/works/OL15063661W,/authors/OL2623771A/Various,/images/icons/avatar_book-sm.png,Publish Date January 2004|Publisher  National Geographic Society|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Snow leopards,Erika L. Shores,juvenile_literature,First published in 2011,/works/OL15090710W,/authors/OL1389160A/Erika_L._Shores,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Capstone Press|Language English,"""Simple text and full-color photos explain the habitat, life cycle, range, and behavior of snow leopards""--Provided by publisher.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
What in the world is a green garden?,Oona Gaarder-Juntti,juvenile_literature,First published in 2011,/works/OL15091558W?edition=ia%3Awhatinworldisgre0000gaar_r1p8,/authors/OL5038558A/Oona_Gaarder-Juntti,//covers.openlibrary.org/b/olid/OL24050202M-M.jpg,"Publish Date 2011|Publisher  ABDO Pub. Company,              ABDO Publishing Company|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Drug Addiction,L. K. Currie-McGhee,juvenile_literature,First published in 2010,/works/OL15054331W?edition=ia%3Adrugaddiction0000curr,/authors/OL1425093A/L._K._Currie-McGhee,//covers.openlibrary.org/b/olid/OL23919279M-M.jpg,Publish Date 2010|Publisher  ReferencePoint Press|Language English,"Studies have found that approximately 23 million Americans are addicted to drugs or alcohol. Through objective overviews, primary sources, and full color illustrations this title examines What Is Drug Addiction? What Causes Drug Addiction? What Are the Dangers of Drug Addiction? and Can Drug Addiction Be Overcome?   Read more Read less",1 Want to read|0 Currently reading|0 Have read
"Fire Trucks (Wheels, Wings, and Water)",Heather Miller,juvenile_literature,First published in 2003,/works/OL15054323W?edition=ia%3Afiretrucks0000mill,/authors/OL1426625A/Heather_Miller,//covers.openlibrary.org/b/olid/OL11640794M-M.jpg,"Publish Date February 28, 2003|Publisher  Heinemann|Language English|Pages 24",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Virginia colony,Sarah De Capua,juvenile_literature,First published in 2004,/works/OL15054424W?edition=ia%3Avirginiacolony0000deca,/authors/OL29692A/Sarah_De_Capua,//covers.openlibrary.org/b/olid/OL3672470M-M.jpg,Publish Date 2004|Publisher  Child's World|Language English|Pages 40,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Action!: writing your own play,Nancy Loewen,juvenile_literature,First published in 2010,/works/OL15054281W,/authors/OL233222A/Nancy_Loewen,/images/icons/avatar_book-sm.png,Publish Date 2010|Publisher  Picture Window Books|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Dominican Republic (Discovering Cultures),Sarah De Capua,juvenile_literature,First published in 2004,/works/OL15054389W?edition=ia%3Aisbn_9780761417224,/authors/OL29692A/Sarah_De_Capua,//covers.openlibrary.org/b/olid/OL8016359M-M.jpg,Publish Date June 2004|Publisher  Benchmark Books (NY)|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Anime (Eye on Art),Hal Marcovitz,juvenile_literature,First published in 2007,/works/OL15054456W?edition=ia%3Aanime0000marc,/authors/OL27664A/Hal_Marcovitz,//covers.openlibrary.org/b/olid/OL12367900M-M.jpg,"Publish Date November 9, 2007|Publisher  Lucent Books|Language English|Pages 104",This edition doesn't have a description yet. Can you add one?,3 Want to read|0 Currently reading|1 Have read
Tiger sharks,Heidi Mathea,juvenile_literature,First published in 2011,/works/OL15118820W?edition=ia%3Atigersharks0000math,/authors/OL6786993A/Heidi_Mathea,//covers.openlibrary.org/b/olid/OL24110268M-M.jpg,"Publish Date 2011|Publisher  ABDO Pub. Company,              ABDO Publishing Company|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Typhoid fever: the scary story of Typhoid Mary,William Caper,juvenile_literature,First published in 2011,/works/OL15119116W,/authors/OL231067A/William_Caper,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Bearport Pub.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Light and Color,Peter D. Riley,juvenile_literature,First published in 1999,/works/OL15118697W,/authors/OL19897A/Peter_D._Riley,//covers.openlibrary.org/b/olid/OL7781648M-M.jpg,Publish Date September 1999|Publisher  Franklin Watts|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Nurse sharks,Heidi Mathea,juvenile_literature,First published in 2011,/works/OL15118818W?edition=ia%3Anursesharks0000math,/authors/OL6786993A/Heidi_Mathea,//covers.openlibrary.org/b/olid/OL24080535M-M.jpg,"Publish Date 2011|Publisher  ABDO,              ABDO Publishing Company|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Keeping Healthy (Ways into Science),Peter D. Riley,juvenile_literature,First published in 2003,/works/OL15118691W?edition=ia%3Akeepinghealthy0000rile,/authors/OL19897A/Peter_D._Riley,//covers.openlibrary.org/b/olid/OL10772747M-M.jpg,"Publish Date August 14, 2003|Publisher  Franklin Watts Ltd|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ladybugs (Lerner Natural Science Book),Sylvia A. Johnson,juvenile_literature,First published in 1984,/works/OL15047264W,/authors/OL528869A/Sylvia_A._Johnson,//covers.openlibrary.org/b/olid/OL11424460M-M.jpg,Publish Date January 1984|Publisher  Lerner Publishing Group|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Famous Ghosts (Boys Rock!),Michael Teitelbaum,juvenile_literature,First published in 2006,/works/OL15046872W?edition=ia%3Afamousghosts0000teit,/authors/OL34620A/Michael_Teitelbaum,//covers.openlibrary.org/b/olid/OL12380143M-M.jpg,Publish Date August 2006|Publisher  Child's World|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Reader Collection: Dinosaurs (Scholastic Reader Collection Level 1),Grace Maccarone,juvenile_literature,First published in 2007,/works/OL15047130W?edition=ia%3Adinosaurs0000unse_i0o5,/authors/OL19091A/Grace_Maccarone,//covers.openlibrary.org/b/olid/OL9352898M-M.jpg,"Publish Date May 1, 2007|Publisher  Cartwheel Books|Language English|Pages 144",This edition doesn't have a description yet. Can you add one?,4 Want to read|0 Currently reading|0 Have read
Rock Climbing (Healthy for Life),Michael Teitelbaum,juvenile_literature,,/works/OL15047011W?edition=ia%3Arockclimbing0000teit,/authors/OL34620A/Michael_Teitelbaum,//covers.openlibrary.org/b/olid/OL12556485M-M.jpg,Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
I spy a school bus,Jean Marzollo,juvenile_literature,First published in 2003,/works/OL15143585W?edition=ia%3Aispyschoolbus00marz,/authors/OL20861A/Jean_Marzollo,//covers.openlibrary.org/b/olid/OL24211106M-M.jpg,Publish Date 2003|Publisher  Scholastic|Language English,Simple text challenges the reader to find objects hidden in the photographs.   Read more Read less,2 Want to read|0 Currently reading|0 Have read
Working Horses (Horse Power),Mary Packard,juvenile_literature,First published in 2007,/works/OL15126056W?edition=ia%3Aworkinghorses0000pack,/authors/OL26444A/Mary_Packard,//covers.openlibrary.org/b/olid/OL8892795M-M.jpg,Publish Date January 2007|Publisher  Bearport Publishing|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Coral snakes: beware the colors!,Nancy White,juvenile_literature,First published in 2009,/works/OL15212763W?edition=ia%3Acoralsnakesbewar00whit,/authors/OL45047A/Nancy_White,//covers.openlibrary.org/b/olid/OL17052770M-M.jpg,Publish Date 2009|Publisher  Bearport Pub.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Black mambas: sudden death!,Nancy White,juvenile_literature,First published in 2009,/works/OL15212759W?edition=ia%3Ablackmambassudde00whit,/authors/OL45047A/Nancy_White,//covers.openlibrary.org/b/olid/OL22529008M-M.jpg,Publish Date 2009|Publisher  Bearport Pub.|Language English,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
The Pennsylvania colony,Martin Hintz,juvenile_literature,First published in 2006,/works/OL15211844W?edition=ia%3Apennsylvaniacolo0000hint,/authors/OL24552A/Martin_Hintz,//covers.openlibrary.org/b/olid/OL3301065M-M.jpg,Publish Date 2006|Publisher  Capstone Press|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Russia,Martin Hintz,juvenile_literature,First published in 2004,/works/OL15211848W?edition=ia%3Arussia00hint,/authors/OL24552A/Martin_Hintz,//covers.openlibrary.org/b/olid/OL3678235M-M.jpg,Publish Date 2004|Publisher  Children's Press|Language English|Pages 47,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
What is science?,Rebecca Kai Dotlich,juvenile_literature,First published in 2006,/works/OL15212086W?edition=ia%3Awhatisscience0000dotl,/authors/OL35601A/Rebecca_Kai_Dotlich,//covers.openlibrary.org/b/olid/OL3404639M-M.jpg,Publish Date 2006|Publisher  H. Holt|Language English,This edition doesn't have a description yet. Can you add one?,4 Want to read|0 Currently reading|2 Have read
People of peace,Rose Blue,juvenile_literature,First published in 1994,/works/OL15207359W?edition=ia%3Apeopleofpeace00blue,/authors/OL28678A/Rose_Blue,//covers.openlibrary.org/b/olid/OL1420440M-M.jpg,Publish Date 1994|Publisher  Millbrook Press|Language English|Pages 80,This edition doesn't have a description yet. Can you add one?,4 Want to read|0 Currently reading|0 Have read
Ecosystems,Stephen Currie,juvenile_literature,First published in 2009,/works/OL15057916W?edition=ia%3Aecosystems0000curr,/authors/OL24637A/Stephen_Currie,//covers.openlibrary.org/b/olid/OL22685479M-M.jpg,Publish Date 2009|Publisher  Cherry Lake Pub.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Super Little Giant Book of Undersea Creatures,Diagram Visual,juvenile_literature,First published in 2006,/works/OL15114305W,/authors/OL2952965A/Diagram_Visual,//covers.openlibrary.org/b/olid/OL8394384M-M.jpg,"Publish Date September 28, 2006|Publisher  Sterling|Language English|Pages 288",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Super Little Giant Book of Picture Puzzles,Diagram Visual,juvenile_literature,First published in 2006,/works/OL15114304W,/authors/OL2952965A/Diagram_Visual,//covers.openlibrary.org/b/olid/OL8393890M-M.jpg,"Publish Date April 28, 2006|Publisher  Sterling|Language English|Pages 288",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Philippines: A MyReportLinks.com Books (Top Ten Countries of Recent Immigrants),Suzanne Lieurance,juvenile_literature,First published in 2004,/works/OL15067298W?edition=ia%3Aphilippines00suza,/authors/OL23796A/Suzanne_Lieurance,//covers.openlibrary.org/b/olid/OL10937167M-M.jpg,Publish Date May 2004|Publisher  Myreportlinks.com|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
