title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Sucker Punch,Laurell K. Hamilton,fantasy,First published in 2020,/works/OL25421191W,/authors/OL26995A/Laurell_K._Hamilton,//covers.openlibrary.org/b/olid/OL35297264M-M.jpg,Publish Date 2021|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,5 Want to read|0 Currently reading|2 Have read
Bili the Axe,Robert Adams,fantasy,First published in 1983,/works/OL11348617W?edition=ia%3Abiliaxehorseclan0000adam,/authors/OL2670406A/Robert_Adams,//covers.openlibrary.org/b/olid/OL15013794M-M.jpg,Publish Date 1985|Publisher  Macdonald|Language English|Pages 185,"The Gathering of the Host  With the help of powerful inhuman allies, Prince Bryuhn has persuaded Bili and his warriors to delay their return to Confederation lands and join in his campaign against the deadly invading army that threatens to destroy New Kuhmbuhluhn.  But even as Bili and his warriors rally to the Kuhmbuhluhmers' aid, the forces of the Witchmen are on the move again. Are Bili and Prince Bryuhn galloping straight into a steel-bladed trap from which death is the only release?   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The ruling sea,Robert V. S. Redick,fantasy,First published in 2010,/works/OL14981293W,/authors/OL6605198A/Robert_V._S._Redick,//covers.openlibrary.org/b/olid/OL24548909M-M.jpg,Publish Date 2010|Publisher  Del Rey-Ballantine Books|Language English,"In his acclaimed first novel, The Red Wolf Conspiracy, Robert V. S. Redick launched the gargantuan ship Chathrand and its motley crew of misfits, murderers, and monsters toward a landfall that may exist only in legend. Now Redick masterfully ratchets up the suspense with deep intrigue, ancient powers, and shocking new revelations.Though the immediate plans of the dark sorcerer Arunis have been thwarted, the battle for control of the Chathrand, on which the fate of empires hinges, is far from over. On board, a small band of allies bound together less by trust than by desperate need scrambles for a means to defeat the conspiracy, while the nobleborn Thasha Isiq and the lowly deckhand Pazel Pathkendle find themselves unwillingly drawn inward to the plot's core--and into a deadly game that will force them to make hard sacrifices.The wizard Ramachni has left the travelers and retreated to his own world to nurse his battle wounds, but Arunis remains at large--weakened, yet still a terrifying foe. More pressing is the conspiracy of the Arquali Emperor, his chief assassin, Sandor Ott, and the Chathrand's notorious captain, Nilus Rose, to use the dawn wedding of Thasha and a Mzithrin prince as a signal to launch a war.    With every move they make, Thasha and her compatriots find that they have more to lose--especially the deposed ixchel queen, Diadrelu, and the woken rat, Felthrup, who each harbor terrible secrets they dare not reveal.Worst of all is a hidden, festering horror lurking in the hold of the Chathrand. A danger that not even Ramachni could have foreseen, it is the twisted product of a malevolent power determined to pull down the pillars of the world.      Now, as the Chathrand sets course through the uncharted waters of the vast and mysterious Ruling Sea, the fragile bonds of trust and love beginning to form between the unlikely allies will be tested to the breaking point--by unspeakable terrors, magical wonders, and shattering betrayals that dwarf anything that has come before.From the Hardcover edition.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Nicobobinus,Terry Jones,fantasy,First published in 1985,/works/OL2695244W?edition=ia%3Anicobobinus00jone_0,/authors/OL2658516A/Terry_Jones,//covers.openlibrary.org/b/olid/OL17891230M-M.jpg,Publish Date 1987|Publisher  Puffin|Language English|Pages 175,This edition doesn't have a description yet. Can you add one?,8 Want to read|2 Currently reading|2 Have read
Volshebnik Izumrudnogo goroda,A. Volkov,fantasy,First published in 1984,/works/OL3972301W,/authors/OL726885A/A._Volkov,/images/icons/avatar_book-sm.png,Publish Date 1999|Publisher  Rosmėn|Language Russian|Pages 140,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Sister Emily's lightship and other stories,Jane Yolen,fantasy,First published in 2000,/works/OL441288W?edition=ia%3Asisteremilysligh00yole,/authors/OL18722A/Jane_Yolen,//covers.openlibrary.org/b/olid/OL6781826M-M.jpg,Publish Date 2000|Publisher  Tor|Language English|Pages 300,This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
The Barbed Rose,Gail Dayton,fantasy,First published in 2006,/works/OL5690884W?edition=ia%3Abarbedrose00gail,/authors/OL1385976A/Gail_Dayton,//covers.openlibrary.org/b/olid/OL7421367M-M.jpg,"Publish Date March 1, 2006|Publisher  Luna|Language English|Pages 448","Demons are coming. One woman has been chosen to face them....Demon hordes still threaten the Kingdom while open rebellion has broken out within its cities, separating Kallista from her new family.Assassination attempts, magical attacks-she's surrounded by devastation unlike anything she's ever known, and her unique magic power no longer works as it should. Yet her own pain must yield to the needs of her country, for this military mage is charged with searching the four directions of the world for the other ""Godmarked""--the only ones who can help her keep demon invaders from shattering her world.But can she find them in time?   Read more Read less",2 Want to read|0 Currently reading|0 Have read
Threads of Malice,Tamara Siler Jones,fantasy,First published in 2005,/works/OL5885284W?edition=ia%3Athreadsofmalice0000jone,/authors/OL1451725A/Tamara_Siler_Jones,//covers.openlibrary.org/b/olid/OL22651592M-M.jpg,Publish Date 2005|Publisher  Bantam Books|Language English|Pages 497,"In this relentlessly gripping thriller, Compton Crook Award winner Tamara Siler Jones weaves together her unique blend of fantasy, forensics, and suspense to create a world terrorized by a killer out of our darkest nightmares. Now one man must follow a trail of savaged victims to save an innocent life hanging by the slimmest of hopes....One by one, young men in the kingdom's outer reaches are vanishing into the dark. So far, two bodies have washed up on the local riverbank. But Dubric Byerly, head of security at Castle Faldorrah, soon realizes there are countless more victims...for it's his curse to be forever haunted by the ghosts of those whose deaths demand justice. The latest to vanish is Braoin, a seventeen-year-old painter whose mother came to Dubric's aid when he most needed it. All Dubric knows is that the boy is still alive. But time is running out, and it isn't only Braoin's life hanging in the balance. If Dubric can't untangle the twisted web of clues and lies and find his way to the killer, one of his own pages will be the next to die....From the Paperback edition.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Beneath the Haunting Sea,Joanna Ruth Meyer,fantasy,First published in 2018,/works/OL20687634W,/authors/OL7634979A/Joanna_Ruth_Meyer,//covers.openlibrary.org/b/olid/OL27972406M-M.jpg,"Publish Date Jan 09, 2018|Publisher  Page Street Kids|Pages 400",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Rosemarked,Livia Blackburne,fantasy,First published in 2017,/works/OL19720243W,/authors/OL7228210A/Livia_Blackburne,//covers.openlibrary.org/b/olid/OL27348116M-M.jpg,Publish Date 2018|Language English|Pages 390,"""A healer and a warrior embark on a dangerous mission to fight against a brutal empire.""--   Read more Read less",7 Want to read|0 Currently reading|2 Have read
