title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
How people get married,Caroline Arnold,juvenile_literature,First published in 1987,/works/OL34658W?edition=ia%3Ahowpeoplegetmarr0000arno,/authors/OL25035A/Caroline_Arnold,//covers.openlibrary.org/b/olid/OL2719765M-M.jpg,Publish Date 1987|Publisher  F. Watts|Language English|Pages 32,Briefly discusses marriage customs in the United States before during and after the wedding.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
The mouse and the elephant,Joan Hewett,juvenile_literature,First published in 1977,/works/OL3466794W,/authors/OL577828A/Joan_Hewett,//covers.openlibrary.org/b/olid/OL4540664M-M.jpg,"Publish Date 1977|Publisher  Little, Brown|Language English|Pages 32",What would it be like for a mouse to live with an elephant?   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Victorian Britain (History in Evidence),Tony D. Triggs,juvenile_literature,First published in 1990,/works/OL3468416W?edition=ia%3Avictorianbritain0000trig,/authors/OL578085A/Tony_D._Triggs,//covers.openlibrary.org/b/olid/OL10804484M-M.jpg,"Publish Date May 16, 1992|Publisher  Hodder Wayland|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Zoology,H. Steve Dashefsky,juvenile_literature,First published in 1995,/works/OL3472596W?edition=ia%3Azoology49science0000dash,/authors/OL578855A/H._Steve_Dashefsky,//covers.openlibrary.org/b/olid/OL1088033M-M.jpg,Publish Date 1995|Publisher  TAB Books|Language English|Pages 169,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Marlene Dietrich,W. K. Martin,juvenile_literature,First published in 1995,/works/OL3490537W,/authors/OL582758A/W._K._Martin,//covers.openlibrary.org/b/olid/OL1098786M-M.jpg,Publish Date 1995|Publisher  Chelsea House|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Sheila Young,Joe Soucheray,juvenile_literature,First published in 1977,/works/OL3458542W?edition=ia%3Asheilayoung00souc,/authors/OL576035A/Joe_Soucheray,//covers.openlibrary.org/b/olid/OL4902859M-M.jpg,Publish Date 1977|Publisher  Creative Education|Language English|Pages 31,A brief biography of the speed skater whose victories in 1976 made her the first American to win three medals in Winter Olympics competition.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Dale Earnhardt,V. Braidich,juvenile_literature,First published in 2009,/works/OL34347452W,/authors/OL2955877A/V._Braidich,/images/icons/avatar_book-sm.png,Publish Date 2009|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Historical Atlas of the United Arab Emirates,Amy Romano,juvenile_literature,First published in 2009,/works/OL34346968W,/authors/OL1392887A/Amy_Romano,/images/icons/avatar_book-sm.png,Publish Date 2009|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
I Am a Leader,Melissa Raé Shofner,juvenile_literature,First published in 2018,/works/OL34046816W,/authors/OL10130605A/Melissa_Raé_Shofner,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
John D. Rockefeller,Rosemary Laughlin,juvenile_literature,First published in 2001,/works/OL3273990W?edition=ia%3Ajohndrockefeller0000laug,/authors/OL534303A/Rosemary_Laughlin,//covers.openlibrary.org/b/olid/OL6790587M-M.jpg,Publish Date 2001|Publisher  Morgan Reynolds|Language English|Pages 128,This edition doesn't have a description yet. Can you add one?,7 Want to read|0 Currently reading|0 Have read
Raggin',"Mitchell, Barbara",juvenile_literature,First published in 1987,/works/OL3516414W?edition=ia%3Aragginstoryabout00mitc,/authors/OL588617A/Mitchell_Barbara,//covers.openlibrary.org/b/olid/OL2380708M-M.jpg,Publish Date 1987|Publisher  Carolrhoda Books|Language English|Pages 55,"The life story of the black Texan who became a popular composer and sought to elevate ragtime to the level of classical music, only to have his talents fully recognized after his death.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Persephone,Warwick Hutton,juvenile_literature,First published in 1994,/works/OL3503107W?edition=ia%3Apersephone0000hutt,/authors/OL585445A/Warwick_Hutton,//covers.openlibrary.org/b/olid/OL1411741M-M.jpg,"Publish Date 1994|Publisher  M.K. McElderry Books,              Maxwell Macmillan Canada,              Maxwell Macmillan International|Language English|Pages 32",Retells the Greek myth in which Persephone must spend six months out of every year below the Earth in Hades.   Read more Read less,2 Want to read|0 Currently reading|0 Have read
Art Deco Cut & Use Stencils,Theodore Menten,juvenile_literature,First published in 1977,/works/OL3534461W,/authors/OL592769A/Theodore_Menten,//covers.openlibrary.org/b/olid/OL7635413M-M.jpg,"Publish Date 1977|Publisher  Dover Publications (etc.),              Constable|Language English|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Houdini,Manny Weltman,juvenile_literature,First published in 1991,/works/OL3568965W,/authors/OL601808A/Manny_Weltman,//covers.openlibrary.org/b/olid/OL1145529M-M.jpg,Publish Date 1993|Publisher  Finders/Seekers Enterprises|Language English|Pages 51,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Peterson first guide to the solar system,Jay M. Pasachoff,juvenile_literature,First published in 1990,/works/OL35327W,/authors/OL25100A/Jay_M._Pasachoff,//covers.openlibrary.org/b/olid/OL2202972M-M.jpg,Publish Date 1990|Publisher  Houghton Mifflin Co.|Language English|Pages 128,"A basic field guide for beginning observers of the solar system, introducing information on the locations and characteristics of the planets, sun, comets, meteors, and other objects in our solar system.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Good Writing (Fun with English),William Edmonds,juvenile_literature,First published in 1995,/works/OL3498225W?edition=ia%3Agoodwriting0000edmo_d2p7,/authors/OL584425A/William_Edmonds,//covers.openlibrary.org/b/olid/OL10822886M-M.jpg,"Publish Date June 2, 1999|Publisher  Kingfisher Books Ltd|Pages 32",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Good Grammar (Fun with English),William Edmonds,juvenile_literature,First published in 1995,/works/OL3498222W?edition=ia%3Agoodgrammar0000edmo,/authors/OL584425A/William_Edmonds,//covers.openlibrary.org/b/olid/OL10588703M-M.jpg,Publish Date May 1995|Publisher  Kingfisher Books Ltd|Pages 32,This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Ned,Paxton Davis,juvenile_literature,First published in 1978,/works/OL4289486W?edition=ia%3Aned00davi,/authors/OL832479A/Paxton_Davis,//covers.openlibrary.org/b/olid/OL4717556M-M.jpg,Publish Date 1978|Publisher  Atheneum|Language English|Pages 140,"A biography of T. E. Lawrence based on the premise that the contradictory aspects of his life could be reconciled by his ""lifelong determination to live out the ideals of chivalry.""   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Underwater,Eva Melhuish,juvenile_literature,First published in 1992,/works/OL4323120W,/authors/OL841736A/Eva_Melhuish,//covers.openlibrary.org/b/olid/OL1746774M-M.jpg,Publish Date 1992|Publisher  Reader's Digest Association|Language English|Pages 29,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
What would you do?,Barbara S. Cain,juvenile_literature,First published in 1976,/works/OL4322633W,/authors/OL841544A/Barbara_S._Cain,/images/icons/avatar_book-sm.png,"Publish Date 1976|Publisher  Youth Publications, Saturday Evening Post Co.|Language English|Pages 48",Explores children's reactions and feelings about divorce.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Americans all--a nation of immigrants,Muriel Stanek,juvenile_literature,First published in 1972,/works/OL4360186W,/authors/OL856084A/Muriel_Stanek,/images/icons/avatar_book-sm.png,Publish Date 1972|Publisher  Benefic Press|Language English|Pages 192,A social studies reader discussing the contributions of the many cultural-ethnic groups that immigrated to America and the current problems some of them face.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
How people live in the big city,Muriel Stanek,juvenile_literature,First published in 1964,/works/OL4360198W,/authors/OL856084A/Muriel_Stanek,/images/icons/avatar_book-sm.png,Publish Date 1964|Publisher  Benefic Press|Language English|Pages 48,Describes a city and the activities of the people who live and work there.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Here there be witches,Jane Yolen,juvenile_literature,First published in 1995,/works/OL441185W?edition=ia%3Aheretherebewitch00jane,/authors/OL18722A/Jane_Yolen,//covers.openlibrary.org/b/olid/OL1111278M-M.jpg,Publish Date 1995|Publisher  Harcourt Brace|Language English|Pages 116,"Presents an illustrated collection of sixteen stories and poems about witches, wizards, and warlocks.   Read more Read less",3 Want to read|0 Currently reading|0 Have read
Louis Armstrong,Sandford Brown,juvenile_literature,First published in 1993,/works/OL4315334W?edition=ia%3Alouisarmstrong00brow,/authors/OL839416A/Sandford_Brown,//covers.openlibrary.org/b/olid/OL1738006M-M.jpg,Publish Date 1993|Publisher  F. Watts|Language English|Pages 124,Examines the personal life and musical career of the famous jazz trumpeter and singer known as Satchmo.   Read more Read less,1 Want to read|0 Currently reading|0 Have read
The Greeks,Pamela Odijk,juvenile_literature,First published in 1989,/works/OL4080928W?edition=ia%3Agreeks0000odij,/authors/OL764108A/Pamela_Odijk,//covers.openlibrary.org/b/olid/OL2211155M-M.jpg,Publish Date 1989|Publisher  Silver Burdett Press|Language English|Pages 47,"Discusses the civilization of ancient Greece, including the hunting, medicine, clothing, religion, laws, legends, and recreation.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
The Oak Tree,Paula Z. Hogan,juvenile_literature,First published in 1979,/works/OL4080297W?edition=ia%3Aoaktree0000hoga,/authors/OL763999A/Paula_Z._Hogan,//covers.openlibrary.org/b/olid/OL4732515M-M.jpg,Publish Date 1979|Publisher  Raintree Childrens Books|Language English|Pages 31,Presents a simple explanation of the life cycle of the oak tree.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Coping as a foster child,Geraldine M. Blomquist,juvenile_literature,First published in 1991,/works/OL4106449W?edition=ia%3Acopingasfosterch0000blom,/authors/OL769867A/Geraldine_M._Blomquist,//covers.openlibrary.org/b/olid/OL1550849M-M.jpg,"Publish Date 1992|Publisher  The Rosen Pub. Group,              Rosen Publishing Group|Language English|Pages 110",A discussion of ways to make living with foster parents and living in a foster home a better experience.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Weather Forecaster (Be an Expert),Barbara Cork,juvenile_literature,First published in 1992,/works/OL4106339W?edition=ia%3Aweatherforecaste0000cork,/authors/OL769843A/Barbara_Cork,//covers.openlibrary.org/b/olid/OL9330848M-M.jpg,Publish Date 1995|Publisher  Shooting Star Press|Language English|Pages 32,This edition doesn't have a description yet. Can you add one?,2 Want to read|1 Currently reading|1 Have read
AIDS,Alan Edward Nourse,juvenile_literature,First published in 1986,/works/OL4096042W?edition=ia%3Aaids0000nour,/authors/OL767331A/Alan_Edward_Nourse,//covers.openlibrary.org/b/olid/OL2722213M-M.jpg,Publish Date 1986|Publisher  F. Watts|Language English|Pages 128,"Discusses the possible origins, symptoms, and characteristics of AIDS, the ongoing search for a cure, and myths and fears concerning the epidemic.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Where do babies come from?,Angela Royston,juvenile_literature,First published in 1996,/works/OL42129W,/authors/OL30877A/Angela_Royston,//covers.openlibrary.org/b/olid/OL3965159M-M.jpg,Publish Date 1996|Publisher  DK Pub.|Language English|Pages 37,This edition doesn't have a description yet. Can you add one?,3 Want to read|0 Currently reading|0 Have read
Mission,United States. Environmental Protection ...,juvenile_literature,First published in 2010,/works/OL32185293W,/authors/OL4601959A/United_States._Environmental_Protection_Agency._Office_of_Air_and_Radiation,/images/icons/avatar_book-sm.png,"Publish Date 2010|Publisher  U.S. Environmental Protection Agency, Office of Air and Radiation|Language English|Pages 12",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Harper/Row basic speller,Mabel O'Donnell,juvenile_literature,First published in 1965,/works/OL31770938W,/authors/OL2143807A/Mabel_O'Donnell,/images/icons/avatar_book-sm.png,Publish Date 1965|Publisher  Harper & Row|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
A Day in the Life of a Footballer,Harriet Hains,juvenile_literature,First published in 2000,/works/OL4128303W?edition=ia%3Adayinlifeoffootb0000hain,/authors/OL775311A/Harriet_Hains,//covers.openlibrary.org/b/olid/OL10772338M-M.jpg,"Publish Date May 25, 2000|Publisher  Franklin Watts Ltd|Pages 24",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
I Am a Bunny,Ole Risom,juvenile_literature,First published in 1963,/works/OL3970401W?edition=ia%3Aiambunny00riso,/authors/OL726214A/Ole_Risom,//covers.openlibrary.org/b/olid/OL20765256M-M.jpg,Publish Date 1997|Publisher  Golden Books Publishing|Language English|Pages 20,Nicholas the bunny describes his activities during different seasons.   Read more Read less,5 Want to read|0 Currently reading|3 Have read
Designed by God,Bonnie Sosé,juvenile_literature,First published in 1988,/works/OL4045979W,/authors/OL752343A/Bonnie_Sosé,//covers.openlibrary.org/b/olid/OL1504712M-M.jpg,Publish Date 1988|Publisher  Character Builders for Kids|Language English,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
