title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Study guide to accompany Hamilton and Whitney's Nutrition,Agnes Hartnell,nutrition,First published in 1979,/works/OL787210W?edition=ia%3Astudyguidetoacco0000hart,/authors/OL65527A/Agnes_Hartnell,//covers.openlibrary.org/b/olid/OL11465582M-M.jpg,Publish Date 1979|Publisher  West Pub. Co|Language English|Pages 273,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Diet after weaning,"Mellin's Food Company, Boston.",nutrition,First published in 1905,/works/OL7794945W,/authors/OL2460521A/Mellin's_Food_Company_Boston.,/images/icons/avatar_book-sm.png,Publish Date 1905|Publisher  Mellin's Food Company|Language English|Pages 46,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Infant feeding and its influence on life,"Routh, C. H. F.",nutrition,First published in 1863,/works/OL7880777W?edition=ia%3Ainfantfeedingits00routuoft,/authors/OL2562852A/Routh_C._H._F.,//covers.openlibrary.org/b/olid/OL7077972M-M.jpg,,,
How to feed the baby,"Sadler, Lena (Kellogg) Mrs.",nutrition,First published in 1925,/works/OL7768170W,/authors/OL2434721A/Sadler_Lena_(Kellogg)_Mrs.,/images/icons/avatar_book-sm.png,Publish Date 1925|Publisher  A.C. McClurg & co.|Language English|Pages 300,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Your food and health in the north,Frederick F. Tisdall,nutrition,First published in 1940,/works/OL7789973W,/authors/OL2455588A/Frederick_F._Tisdall,/images/icons/avatar_book-sm.png,Publish Date 1940|Publisher  Hudson's Bay Company|Language English|Pages 44,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Food for growth and health,Ereminah D. Jarrard,nutrition,First published in 1926,/works/OL7775844W,/authors/OL2442044A/Ereminah_D._Jarrard,/images/icons/avatar_book-sm.png,Publish Date 1926|Language English|Pages 17,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
La Valeur alimentaire de la banane ..,Anne Heck,nutrition,First published in 1944,/works/OL7022531W,/authors/OL1966517A/Anne_Heck,/images/icons/avatar_book-sm.png,Publish Date 1944|Publisher  Institut des fruits et agrumes coloniaux|Language French|Pages 68,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Best of Let's live,Norman W. Bassett,nutrition,First published in 1967,/works/OL7263673W,/authors/OL2117344A/Norman_W._Bassett,/images/icons/avatar_book-sm.png,Publish Date 1967|Publisher  Oxford Industries|Language English|Pages 200,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Seminar on Child and Family Nutrition, 6th-8th April, 1970, Trinidad and Tobago",Seminario de Nutrición del Niño y la F...,nutrition,First published in 1971,/works/OL7223487W,/authors/OL2082055A/Seminario_de_Nutrición_del_Niño_y_la_Familia_Port_of_Spain_Trinidad_and_Tobago_1970.,/images/icons/avatar_book-sm.png,Publish Date 1971|Publisher  Inter-American Children's Institute|Language English|Pages 113,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Shi pin yu ying yang,"Zhang, Jintong.",nutrition,First published in 1983,/works/OL5429692W,/authors/OL1274939A/Zhang_Jintong.,/images/icons/avatar_book-sm.png,"Publish Date 1983|Publisher  Shanghai ke xue ji shu wen xian chu ban she,              Xin hua shu dian Shanghai fa xing suo fa xing|Language Chinese|Pages 194",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"The nutritional impact of the Pre-School Health Programme at three clinics in Central Province, Kenya",J. C. Hoorweg,nutrition,First published in 1980,/works/OL5472164W,/authors/OL1294304A/J._C._Hoorweg,/images/icons/avatar_book-sm.png,Publish Date 1980|Publisher  African Studies Centre|Language English|Pages 69,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Nutrition survey report, Mundri District, November 1980-July 1981",M. J. Eaton-Evans,nutrition,First published in 1982,/works/OL5472465W,/authors/OL1294531A/M._J._Eaton-Evans,/images/icons/avatar_book-sm.png,"Publish Date 1982|Publisher  Democratic Republic of the Sudan, Ministry of Agriculture and Natural Resources, Southern Region, Project Development Unit|Language English|Pages 269",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Encuesta nutricional de San Andrés (Isla), 1972",Eberth Betancourth,nutrition,First published in 1974,/works/OL5460391W,/authors/OL1288155A/Eberth_Betancourth,/images/icons/avatar_book-sm.png,"Publish Date 1974|Publisher  Instituto Colombiano de Bienestar Familiar, Dirección de Nutrición, División de Investigaciones Nutricionales|Language Spanish",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Keikoku! osorubeki kodomo no shokutaku,"Kōno, Tomomi",nutrition,First published in 1983,/works/OL5376429W,/authors/OL1243491A/Kōno_Tomomi,/images/icons/avatar_book-sm.png,Publish Date 1983|Publisher  Besuto Serāzu|Language Japanese|Pages 253,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Blueprint for health,Mary Ann Howard,nutrition,First published in 1985,/works/OL5105605W?edition=ia%3Ablueprintforheal00howa,/authors/OL1124462A/Mary_Ann_Howard,//covers.openlibrary.org/b/olid/OL2541256M-M.jpg,Publish Date 1985|Publisher  Zondervan Pub. House|Language English|Pages 160,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
La mal bouffe,Stella de Rosnay,nutrition,First published in 1979,/works/OL6602969W,/authors/OL1774809A/Stella_de_Rosnay,/images/icons/avatar_book-sm.png,Publish Date 1979|Publisher  O. Orban|Language French|Pages 159,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Nutrición,Lydia J. Roberts,nutrition,First published in 1981,/works/OL6677311W,/authors/OL1804667A/Lydia_J._Roberts,/images/icons/avatar_book-sm.png,"Publish Date 1981|Publisher  Universidad de Puerto Rico, Editorial Universitaria|Language Spanish|Pages 443",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Are Waerland's Health handbook,Are Waerland,nutrition,First published in 1977,/works/OL6737029W,/authors/OL1825648A/Are_Waerland,/images/icons/avatar_book-sm.png,Publish Date 1977|Publisher  Humata Publications|Language English|Pages 160,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Nutrition,International Congress of Nutrition (9th...,nutrition,First published in 1975,/works/OL6720828W,/authors/OL1819272A/International_Congress_of_Nutrition_(9th_1972_Mexico_City_Mexico),//covers.openlibrary.org/b/olid/OL5248343M-M.jpg,Publish Date 1975|Publisher  S. Karger|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Vollwertige Ernährung und Gemeinschaftsverpflegung,J. C. Somogyi,nutrition,First published in 1961,/works/OL6648914W,/authors/OL1793214A/J._C._Somogyi,/images/icons/avatar_book-sm.png,Publish Date 1961|Publisher  Karger|Language Multiple languages|Pages 193,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Libya,United States. Interdepartmental Committ...,nutrition,First published in 1958,/works/OL6615228W,/authors/OL1778603A/United_States._Interdepartmental_Committee_on_Nutrition_for_National_Development.,/images/icons/avatar_book-sm.png,Publish Date 1958|Publisher  The Committee|Language English|Pages 66,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Selected list of reliable and unreliable nutrition references,Toronto Nutrition Committee.,nutrition,First published in 1973,/works/OL6738331W,/authors/OL1826069A/Toronto_Nutrition_Committee.,/images/icons/avatar_book-sm.png,Publish Date 1973|Publisher  Toronto Nutrition Committee|Language English|Pages 12,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Applied nutrition,Ramakrishnan Rajalakshmi,nutrition,First published in 1969,/works/OL6654010W,/authors/OL1796198A/Ramakrishnan_Rajalakshmi,/images/icons/avatar_book-sm.png,Publish Date 1969|Language English|Pages 384,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
About nutrition,Seventh Day Adventist Dietetic Associati...,nutrition,First published in 1971,/works/OL6706607W,/authors/OL1814376A/Seventh_Day_Adventist_Dietetic_Association.,/images/icons/avatar_book-sm.png,Publish Date 1971|Publisher  Southern Pub. Association|Language English|Pages 187,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Help! My child won't eat right,Antoinette Kuzmanich Hatfield,nutrition,,/works/OL6694005W?edition=ia%3Arecentbritishle00labogoog,/authors/OL1810115A/Antoinette_Kuzmanich_Hatfield,//covers.openlibrary.org/b/olid/OL5416073M-M.jpg,Language English|Pages 168,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Year one,"Medcom, inc.",nutrition,First published in 1975,/works/OL6562936W,/authors/OL1758890A/Medcom_inc.,/images/icons/avatar_book-sm.png,Publish Date 1975|Publisher  Medcom|Language English|Pages 63,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Harmonized food selection,Bengamin Gayelord Hauser,nutrition,First published in 1930,/works/OL6583974W,/authors/OL1766333A/Bengamin_Gayelord_Hauser,/images/icons/avatar_book-sm.png,"Publish Date 1930|Publisher  Tempo books, inc.|Language English|Pages 120",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Current topics in plant nutrition,Arthur Wallace,nutrition,First published in 1966,/works/OL6600885W,/authors/OL1773739A/Arthur_Wallace,/images/icons/avatar_book-sm.png,Publish Date 1966|Language English|Pages 224,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Kvalitativne razlike u ishrani stanovništva Jugoslavije,Milan Č Petrović,nutrition,First published in 1976,/works/OL6766948W,/authors/OL1841909A/Milan_Č_Petrović,/images/icons/avatar_book-sm.png,Publish Date 1976|Publisher  Savezni zavod za statistiku|Language Croatian|Pages 226,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Les maladies de la nutrition,Maurice Dérot,nutrition,First published in 1970,/works/OL6847357W,/authors/OL1876883A/Maurice_Dérot,/images/icons/avatar_book-sm.png,Publish Date 1970|Publisher  Presses universitaires de France|Language French|Pages 126,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Infant nutrition [by] Samuel J. Fomon,Samuel Joseph Fomon,nutrition,First published in 1974,/works/OL6780167W,/authors/OL1849503A/Samuel_Joseph_Fomon,/images/icons/avatar_book-sm.png,Publish Date 1974|Publisher  Saunders|Language English|Pages 575,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Voedingsaspecten,E. J. Mulder-Koesen,nutrition,First published in 1976,/works/OL6786993W,/authors/OL1852515A/E._J._Mulder-Koesen,/images/icons/avatar_book-sm.png,Publish Date 1976|Publisher  Stam/Robijns|Language Dutch|Pages 98,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Handboek der gezondheid,Tine Kaayk,nutrition,First published in 1976,/works/OL6786654W,/authors/OL1852308A/Tine_Kaayk,/images/icons/avatar_book-sm.png,Publish Date 1976|Publisher  De Driehoek|Language Dutch|Pages 186,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Eat well and keep healthy,Merril Durrant,nutrition,First published in 1977,/works/OL6734353W?edition=ia%3Aeatwellkeephealt0000durr,/authors/OL1824486A/Merril_Durrant,//covers.openlibrary.org/b/olid/OL4612721M-M.jpg,Publish Date 1977|Publisher  Macdonald Educational|Language English|Pages 96,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Food in focus,Margaret Ellen Rains,nutrition,First published in 1977,/works/OL6735084W,/authors/OL1824814A/Margaret_Ellen_Rains,/images/icons/avatar_book-sm.png,Publish Date 1977|Publisher  J. Wiley|Language English|Pages 176,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Principes d'alimentation rationnelle: (menus naturistes et 250 recettes naturistes).,Elise Freinet,nutrition,First published in 1959,/works/OL6751220W,/authors/OL1833048A/Elise_Freinet,/images/icons/avatar_book-sm.png,"Publish Date 1959|Publisher  Editions ""de l'Imprimerie a l'Ecole""|Language French|Pages 168",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ernährung und Verdauung,Götz F. Domagk,nutrition,First published in 1977,/works/OL6771087W,/authors/OL1844446A/Götz_F._Domagk,/images/icons/avatar_book-sm.png,Publish Date 1977|Publisher  Urban und Schwarzenberg|Language German|Pages 262,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Vitamins, food, and your health",Marcella Katz,nutrition,First published in 1971,/works/OL6809222W,/authors/OL1863007A/Marcella_Katz,/images/icons/avatar_book-sm.png,Publish Date 1971|Publisher  Public Affairs Committee|Language English|Pages 28,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The nutritional standards of adolescence,"Lusk, Graham",nutrition,First published in 1919,/works/OL6702978W,/authors/OL1812785A/Lusk_Graham,/images/icons/avatar_book-sm.png,Publish Date 1919|Publisher  s.n.|Language English|Pages 287,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
La nutrition dans les établissements scolaires et universitaires,France. Ministère de l'éducation. Dire...,nutrition,First published in 1977,/works/OL6644340W,/authors/OL1790506A/France._Ministère_de_l'éducation._Direction_de_l'administration_générale.,/images/icons/avatar_book-sm.png,Publish Date 1977|Publisher  Centre national de documentation pédagogique|Language French|Pages 78,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ernährung und Stoffwechsel,Gerhard Berg,nutrition,First published in 1978,/works/OL6644507W,/authors/OL1790607A/Gerhard_Berg,/images/icons/avatar_book-sm.png,Publish Date 1978|Publisher  Schöningh|Language German|Pages 284,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Nutrition research methods and technology,United States. Congress. House. Committe...,nutrition,First published in 1980,/works/OL4928265W,/authors/OL1058823A/United_States._Congress._House._Committee_on_Science_and_Technology._Subcommittee_on_Science_Researc,/images/icons/avatar_book-sm.png,Publish Date 1980|Publisher  U.S. Govt. Print. Off.|Language English|Pages 415,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Nutrition & health,Doris Howes Calloway,nutrition,First published in 1981,/works/OL6342027W,/authors/OL1659116A/Doris_Howes_Calloway,//covers.openlibrary.org/b/olid/OL4119375M-M.jpg,Publish Date 1981|Publisher  Saunders College Pub.|Language English|Pages 341,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Applied nutrition programme in Kerala,Kerala (India). State Planning Board. Ev...,nutrition,First published in 1978,/works/OL6311217W,/authors/OL1646486A/Kerala_(India)._State_Planning_Board._Evaluation_Division.,/images/icons/avatar_book-sm.png,"Publish Date 1978|Publisher  Evaluation Division, State Planning Board, Kerala|Language English|Pages 76",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Preliminary findings of the first health and nutrition examination survey, United States, 1971-1972",United States. Health Resources Administ...,nutrition,First published in 1974,/works/OL6293256W,/authors/OL1641110A/United_States._Health_Resources_Administration.,/images/icons/avatar_book-sm.png,"Publish Date 1974|Publisher  HEW,              Government Printing Office|Language English|Pages 183",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Beeinflussung des Stoffwechsels durch die Ernährung,Group of European Nutritionists.,nutrition,First published in 1969,/works/OL6380641W,/authors/OL1677556A/Group_of_European_Nutritionists.,/images/icons/avatar_book-sm.png,Publish Date 1969|Publisher  S. Karger|Language German|Pages 170,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Bibliography of nutrition books for training centres in tropical countries,"Ibadan, Nigeria. University. Food Scienc...",nutrition,First published in 1971,/works/OL6407831W,/authors/OL1690331A/Ibadan_Nigeria._University._Food_Science_and_Applied_Nutrition_Unit.,/images/icons/avatar_book-sm.png,Publish Date 1971|Language English|Pages 45,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Hkeit hmi āwlarịkạ + thụhkụmạ thạbawạ hsēi kyān,Myịn Ū.,nutrition,First published in 1974,/works/OL6315769W,/authors/OL1649251A/Myịn_Ū.,/images/icons/avatar_book-sm.png,Publish Date 1974|Publisher  Yụwạ Sa pei Hpyạn chi yēi|Language Burmese,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Hkeit hmi āwlarịkạ + thụhkụmạ thạbwạ hsēi kyān,Myịn Ū.,nutrition,First published in 1974,/works/OL6315770W,/authors/OL1649251A/Myịn_Ū.,/images/icons/avatar_book-sm.png,Publish Date 1974|Publisher  Yụwạ Sa pei Hpyạn chi yēi|Language Burmese,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Book of Healthy Food,Vicki Peterson,nutrition,First published in 1982,/works/OL6421433W,/authors/OL1697322A/Vicki_Peterson,/images/icons/avatar_book-sm.png,Publish Date March 1982|Publisher  St Martins Pr|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The book of healthy foods,Vicki Peterson,nutrition,First published in 1981,/works/OL6421434W,/authors/OL1697322A/Vicki_Peterson,/images/icons/avatar_book-sm.png,Publish Date 1981|Publisher  St. Martin's Press|Language English|Pages 208,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Planification de programmes nationaux de nutrition,American Technical Assistance Corporatio...,nutrition,First published in 1973,/works/OL6368579W,/authors/OL1671723A/American_Technical_Assistance_Corporation.,/images/icons/avatar_book-sm.png,"Publish Date 1973|Publisher  Office de la nutrition, Bureau de l'assistance technique, Agence des États-Unis pour le développement international|Language French",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Household food consumption in rural Sierra Leone,Michigan State University. Dept. of Agri...,nutrition,First published in 1979,/works/OL6430364W,/authors/OL1701685A/Michigan_State_University._Dept._of_Agricultural_Economics.,/images/icons/avatar_book-sm.png,"Publish Date 1979|Publisher  Dept. of Agricultural Economics, Michigan State University|Language English|Pages 111",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
101 conseils pour vaincre vos ennuis digestifs,Chantal de Rudder,nutrition,First published in 1976,/works/OL6396404W,/authors/OL1685053A/Chantal_de_Rudder,/images/icons/avatar_book-sm.png,Publish Date 1976|Publisher  Hachette|Language French|Pages 159,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Gezonde voeding, gezonde mensen",Cornelis den Hartog,nutrition,First published in 1976,/works/OL6185805W,/authors/OL1591298A/Cornelis_den_Hartog,/images/icons/avatar_book-sm.png,Publish Date 1976|Publisher  Spectrum|Language Dutch|Pages 138,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Essen wir uns krank?,Dieter Menninger,nutrition,First published in 1971,/works/OL6178130W,/authors/OL1588283A/Dieter_Menninger,/images/icons/avatar_book-sm.png,Publish Date 1971|Publisher  Econ-Verl.|Language German|Pages 281,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
