title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
How Should I Live My Life?,Father Theodore M. Hesburgh C.S.C.,psychology,First published in 2002,/works/OL20991792W,/authors/OL2814266A/Father_Theodore_M._Hesburgh_C.S.C.,//covers.openlibrary.org/b/olid/OL7924748M-M.jpg,"Publish Date September 2002|Publisher  Rowman & Littlefield Publishers, Inc.|Language English|Pages 208",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Understanding Cognitive Development,Maggie McGonigle-Chalmers,psychology,First published in 2015,/works/OL21021670W,/authors/OL8035712A/Maggie_McGonigle-Chalmers,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  SAGE Publications, Limited|Language English|Pages 416",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Inner Life of the Dying Person,Allan Kellehear,psychology,First published in 2014,/works/OL21072105W,/authors/OL6436963A/Allan_Kellehear,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Columbia University Press|Language English|Pages 288,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Methods in Behavioral Research,Cozby,psychology,First published in 2017,/works/OL21150052W,/authors/OL8099892A/Cozby,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  McGraw-Hill Education|Language English|Pages 448,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Opposite of Certainty,Janine Reid,psychology,First published in 2020,/works/OL20756914W,/authors/OL3320237A/Janine_Reid,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Nelson Incorporated, Thomas|Language English|Pages 304",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Art of Slowing Down,Edward Yu,psychology,First published in 2010,/works/OL20756707W?edition=ia%3Aartofslowingdown0000yued,/authors/OL7904189A/Edward_Yu,//covers.openlibrary.org/b/olid/OL39213042M-M.jpg,Publish Date 2010|Publisher  Panenthea|Language English|Pages 218,"Drawing from Feldenkerais, Bagua and Taichi, The Art of Slowing Down presents a highly innovative approach to running. Power, speed, coordination and agility are less related to willpower or God-given talent than they are to how well you can sense your own body. Running faster can, in this light, be seen as an issue of learning to become more sensible - that is, more sense-able - through playful and systematic exploration of movement.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Theory and Research in Behavioral Pediatrics,Hiram Fitzgerald,psychology,First published in 2013,/works/OL20783506W,/authors/OL3419123A/Hiram_Fitzgerald,//covers.openlibrary.org/b/olid/OL28129537M-M.jpg,"Publish Date Jun 07, 2013|Publisher  Springer|Pages 308",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Psychosocial Risks in Labour and Social Security Law,Loïc Lerouge,psychology,First published in 2017,/works/OL20827640W,/authors/OL7954436A/Loïc_Lerouge,//covers.openlibrary.org/b/olid/OL28196224M-M.jpg,"Publish Date May 23, 2018|Publisher  Springer|Pages 408",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Scene of the Crime,Steve Braunias,psychology,First published in 2015,/works/OL21113081W,/authors/OL1499817A/Steve_Braunias,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  HarperCollins Publishers New Zealand|Language English|Pages 320,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Belief and Rule Compliance,Hazik Mohamed,psychology,First published in 2018,/works/OL21186173W,/authors/OL8112925A/Hazik_Mohamed,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Elsevier Science & Technology Books|Language English|Pages 233,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
All Joe Knight,Kevin Morris,psychology,First published in 2016,/works/OL21152367W,/authors/OL2712620A/Kevin_Morris,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  Grove/Atlantic, Incorporated|Language English|Pages 368",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Practical Guide to the Psychology of Parenting Teenagers,Kairen Cullen,psychology,First published in 2019,/works/OL21196677W,/authors/OL3407990A/Kairen_Cullen,/images/icons/avatar_book-sm.png,"Publish Date 2019|Publisher  Icon Books, Limited|Language English|Pages 224",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Carry Home,Gary Ferguson,psychology,First published in 2014,/works/OL21104947W,/authors/OL2632496A/Gary_Ferguson,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Counterpoint Press|Language English|Pages 296,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Human Growth, Behaviour and Development",Alastair Gibson,psychology,First published in 2015,/works/OL21108196W,/authors/OL8055529A/Alastair_Gibson,//covers.openlibrary.org/b/olid/OL28586974M-M.jpg,"Publish Date 2015|Publisher  SAGE Publications, Limited,              SAGE Publications Ltd|Language English|Pages 240",This edition doesn't have a description yet. Can you add one?,1 Want to read|1 Currently reading|0 Have read
Law of Attraction,Esther Hicks,psychology,First published in 2007,/works/OL21016833W,/authors/OL2944520A/Esther_Hicks,//covers.openlibrary.org/b/olid/OL11633905M-M.jpg,"Publish Date November 20, 2007|Publisher  Hay House|Language English|Pages 5",This edition doesn't have a description yet. Can you add one?,6 Want to read|0 Currently reading|0 Have read
Jekyll on Trial,Elyn R. Saks,psychology,First published in 1997,/works/OL20988933W,/authors/OL233192A/Elyn_R._Saks,//covers.openlibrary.org/b/olid/OL8046197M-M.jpg,Publish Date 1997|Publisher  New York University Press|Language English|Pages 264,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
They Did You Can,Michael Finnigan,psychology,First published in 2007,/works/OL21038801W?edition=ia%3Atheydidyoucanhow0000finn,/authors/OL8043151A/Michael_Finnigan,//covers.openlibrary.org/b/olid/OL32147041M-M.jpg,Publish Date 2007|Publisher  Crown House|Language English|Pages 165,"Michael Finnigan believes that, with the help of their sporting heroes, the young can realise anything they want, whether it be in the sporting or the academic sphere. The text includes contributions from Sir Clive Woodward, Gordon Banks, Philip Neville, David Moyes, Sir Tom Finney, Jonathan Davies, and others.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Personality in the Classroom,"Hodgson, David",psychology,First published in 2012,/works/OL21038798W,/authors/OL893904A/Hodgson_David,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Crown House Publishing|Language English|Pages 392,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Keys to Parenting Your Teenager,Don Fontenelle,psychology,First published in 2012,/works/OL21042484W,/authors/OL8033171A/Don_Fontenelle,/images/icons/avatar_book-sm.png,"Publish Date 2012|Publisher  Pelican Publishing Company, Incorporated|Language English|Pages 224",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Flourishing in the First Five Years,Donna Wilson,psychology,First published in 2013,/works/OL21062229W,/authors/OL512134A/Donna_Wilson,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  Rowman & Littlefield Publishers, Incorporated|Language English|Pages 190",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Politics and Ethics of Identity,Richard Ned Lebow,psychology,First published in 2012,/works/OL21073664W,/authors/OL449286A/Richard_Ned_Lebow,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Cambridge University Press|Language English|Pages 444,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Algebra of Happiness,Scott Galloway,psychology,First published in 2019,/works/OL21205771W,/authors/OL458937A/Scott_Galloway,/images/icons/avatar_book-sm.png,Publish Date 2019|Publisher  Penguin Random House|Language English|Pages 256,This edition doesn't have a description yet. Can you add one?,4 Want to read|0 Currently reading|0 Have read
Say Goodbye to Being Shy,Richard Brozovich,psychology,First published in 2008,/works/OL21021781W,/authors/OL3870334A/Richard_Brozovich,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  New Harbinger Publications|Language English|Pages 120,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Dancing with Cancer,Judy Erel,psychology,First published in 2018,/works/OL21159109W,/authors/OL8104487A/Judy_Erel,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Watkins Media Limited|Language English|Pages 208,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Social Psychology of Childhood Disability,David Thomas,psychology,First published in 2015,/works/OL21102951W,/authors/OL36621A/David_Thomas,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Taylor & Francis Group|Language English|Pages 175,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
