title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Come All You Brave Soldiers,Clinton Cox,juvenile_literature,First published in 1999,/works/OL2737244W?edition=ia%3Acomeallyoubraves00coxc,/authors/OL401227A/Clinton_Cox,//covers.openlibrary.org/b/olid/OL696690M-M.jpg,Publish Date 1999|Publisher  Scholastic Press|Language English|Pages 182,Tells the story of the thousands of black men who served as soldiers fighting for independence from England during the American Revolutionary War.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Finding Kite,Rachel Holmes,juvenile_literature,First published in 2021,/works/OL25766818W,/authors/OL2658345A/Rachel_Holmes,/images/icons/avatar_book-sm.png,Publish Date 2021|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
How you are changing,Jane Graver,juvenile_literature,First published in 1988,/works/OL2286804W?edition=ia%3Ahowyouarechangin00grav,/authors/OL300487A/Jane_Graver,//covers.openlibrary.org/b/olid/OL544062M-M.jpg,"Publish Date 1995|Publisher  Concordia Pub. House,              Concordia Pub House (J)|Language English|Pages 63","Explains to 10- to 12-year-olds that the changes occurring in their bodies, which can be very traumatic, are normal and are a part of God's plan for their growth and development.   Read more Read less",1 Want to read|0 Currently reading|1 Have read
Henry Hudson,Trish Kline,juvenile_literature,First published in 2001,/works/OL5952564W?edition=ia%3Ahenryhudson0000klin,/authors/OL1476291A/Trish_Kline,//covers.openlibrary.org/b/olid/OL3559085M-M.jpg,Publish Date 2003|Publisher  Rourke Pub.|Language English|Pages 24,"Introduces the life of Henry Hudson, the English sea captain who explored the Arctic Ocean and the river and bay later named for him while in search of a northern route to the Orient.   Read more Read less",1 Want to read|0 Currently reading|0 Have read
Louisa May Alcott,Lori Fromowitz,juvenile_literature,First published in 2013,/works/OL20362674W?edition=ia%3Alouisamayalcott0000from,/authors/OL7718147A/Lori_Fromowitz,//covers.openlibrary.org/b/olid/OL27574716M-M.jpg,"Publish Date Jan 01, 2013|Publisher  Core Library,              ABDO Publishing Company|Pages 48",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Johnny Appleseed,Eric Blair,juvenile_literature,First published in 2006,/works/OL19166833W?edition=ia%3Ajohnnyappleseed0000blai,/authors/OL1390222A/Eric_Blair,//covers.openlibrary.org/b/olid/OL3407943M-M.jpg,Publish Date 2006|Publisher  Picture Window Books|Language Spanish,This edition doesn't have a description yet. Can you add one?,0 Want to read|1 Currently reading|0 Have read
Wolf's Coming!,Joe Kulka,juvenile_literature,First published in 2007,/works/OL8923999W?edition=ia%3Awolfscoming0000kulk,/authors/OL3082231A/Joe_Kulka,//covers.openlibrary.org/b/olid/OL20946854M-M.jpg,"Publisher  Carolrhoda Books, Inc.","All of the animals in the forest go into hiding because the wolf is coming, but why they are hiding is the big surprise.   Read more Read less",1 Want to read|0 Currently reading|1 Have read
Reducing your carbon footprint at home,Sarah B. David,juvenile_literature,First published in 2008,/works/OL13604131W,/authors/OL6463423A/Sarah_B._David,/images/icons/avatar_book-sm.png,Publish Date 2009|Publisher  Rosen Central|Language English|Pages 48,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Earth and sky,Sylvaine Pérols,juvenile_literature,First published in 1991,/works/OL11785139W?edition=ia%3Aearthsky0000pero,/authors/OL5020385A/Sylvaine_Pérols,//covers.openlibrary.org/b/olid/OL22639186M-M.jpg,Publish Date 1991|Publisher  Moonlight|Language English|Pages 38,This edition doesn't have a description yet. Can you add one?,3 Want to read|0 Currently reading|0 Have read
GCSE Science (Do Brilliantly At... S.),Mike Smith,juvenile_literature,First published in 2001,/works/OL15104709W?edition=ia%3Agcsescience0000bibb,/authors/OL221092A/Mike_Smith,//covers.openlibrary.org/b/olid/OL7262410M-M.jpg,"Publish Date February 20, 2003|Publisher  Collins|Pages 128",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
