title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Mind your own business,"Wagner, Stephen",management,First published in 1992,/works/OL4060086W,/authors/OL757266A/Wagner_Stephen,//covers.openlibrary.org/b/olid/OL1515796M-M.jpg,Publish Date 1992|Publisher  B. Adams|Language English|Pages 259,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Managing ASEAN's coastal resources for sustainable development,ASEAN/US Policy Conference on Managing A...,management,First published in 1991,/works/OL4060254W,/authors/OL757301A/ASEAN_US_Policy_Conference_on_Managing_ASEAN's_Coastal_Resources_for_Sustainable_Development_(1990_M,//covers.openlibrary.org/b/olid/OL1515878M-M.jpg,"Publish Date 1991|Publisher  Dept. of Science and Technology, Dept. of Agriculture, Dept. of Environment and Natural Resources, and Dept. of Tourism,              International Center for Living Aquatic Resources Management on behalf of the Association of Southeast Asian Nations/United States Coastal Resources Management Project|Language English|Pages 125",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Service management,David A. Collier,management,First published in 1985,/works/OL3953006W,/authors/OL721285A/David_A._Collier,/images/icons/avatar_book-sm.png,Publish Date 1987|Publisher  Prentice-Hall|Language English|Pages 300,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Exploring risk communication,Jan M. Gutteling,management,First published in 1996,/works/OL3267396W,/authors/OL532860A/Jan_M._Gutteling,//covers.openlibrary.org/b/olid/OL980293M-M.jpg,Publish Date 1996|Publisher  Kluwer Academic|Language English|Pages 221,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Hydrology and water quantity control,Martin P. Wanielista,management,First published in 1990,/works/OL3274985W?edition=ia%3Ahydrologywaterqu0000wani,/authors/OL534544A/Martin_P._Wanielista,//covers.openlibrary.org/b/olid/OL22031220M-M.jpg,Publisher  John Wiley & Sons|Language English|Pages 565,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
TKO management!: ten knockout strategies for becoming the manager your people deserve,Dave Anderson,management,First published in 2007,/works/OL5816620W?edition=ia%3Atkomanagementten00ande,/authors/OL1425082A/Dave_Anderson,//covers.openlibrary.org/b/olid/OL17856388M-M.jpg,Publish Date 2007|Publisher  Wiley|Language English,This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Introduction to educational administration in Nigeria,D. A. Edem,management,First published in 1981,/works/OL5519782W,/authors/OL1314174A/D._A._Edem,//covers.openlibrary.org/b/olid/OL3074500M-M.jpg,"Publish Date 1982|Publisher  Spectrum Books,              J. Wiley|Language English|Pages 143",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Crash course,Suzanne Lainson,management,First published in 1985,/works/OL5594747W?edition=ia%3Acrashcourseinsta00lain,/authors/OL1346621A/Suzanne_Lainson,//covers.openlibrary.org/b/olid/OL7565867M-M.jpg,"Publish Date March 12, 1986|Publisher  Fawcett|Language English",This edition doesn't have a description yet. Can you add one?,2 Want to read|0 Currently reading|0 Have read
Improved vehicle management at military installations in Korea: report,United States. General Accounting Office,management,First published in 1978,/works/OL563047W,/authors/OL4489781A/United_States._General_Accounting_Office,/images/icons/avatar_book-sm.png,Publish Date 1978|Publisher  General Accounting Office|Language English|Pages 13,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Carnations,Steven Bailey,management,First published in 1982,/works/OL5581746W?edition=ia%3Acarnationsperpet0000bail,/authors/OL1340186A/Steven_Bailey,//covers.openlibrary.org/b/olid/OL9319664M-M.jpg,"Publish Date March 22, 1990|Publisher  Cassell Illustrated|Language English|Pages 216",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
