title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Food Is a Love Language,Eimi El,cooking,First published in 2022,/works/OL32493505W,/authors/OL11784176A/Eimi_El,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Eagle Eye Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Counting up to Christmas,Jennifer Elwood,cooking,First published in 2022,/works/OL32504629W,/authors/OL9837669A/Jennifer_Elwood,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Jennifer Elwood|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Top Secret Recipe Book,Shannon Dodds,cooking,First published in 2022,/works/OL32494161W,/authors/OL11784483A/Shannon_Dodds,/images/icons/avatar_book-sm.png,"Publish Date 2022|Publisher  Dodds, Shannon|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Eating Real Food Is Easy,Carla Fister,cooking,First published in 2011,/works/OL32459679W,/authors/OL11772973A/Carla_Fister,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  CMC Bookworks|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Book of Schmaltz,Michael Ruhlman,cooking,First published in 2013,/works/OL32472455W,/authors/OL7506460A/Michael_Ruhlman,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Little Brown & Company|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Savannah Collection,Martha Giddens Nesbit,cooking,First published in 1986,/works/OL3267189W?edition=ia%3Asavannahcollecti0000nesb,/authors/OL532794A/Martha_Giddens_Nesbit,//covers.openlibrary.org/b/olid/OL21927910M-M.jpg,Publish Date 1986|Publisher  [s.n.]|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
New Food for a Vegetarian Family,Simon Hope,cooking,First published in 1996,/works/OL2996661W?edition=ia%3Anewfoodforvegeta0000hope,/authors/OL459437A/Simon_Hope,//covers.openlibrary.org/b/olid/OL8999239M-M.jpg,Publish Date March 1996|Publisher  Reed Mitchel Beazley|Language Spanish|Pages 160,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Gather,Georgeanne Brennan,cooking,First published in 2010,/works/OL29383633W,/authors/OL4739094A/Georgeanne_Brennan,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Sasquatch Books|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Easy to Cook Pasta (Easy to Cook),Mary Cadogan,cooking,First published in 1992,/works/OL3156610W?edition=ia%3Apasta0000cado,/authors/OL502879A/Mary_Cadogan,//covers.openlibrary.org/b/olid/OL12051355M-M.jpg,"Publish Date February 29, 1996|Publisher  Brockhampton Press|Pages 96",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Heaven on the Halfshell,Tom Chapman,cooking,First published in 1988,/works/OL3002667W,/authors/OL460710A/Tom_Chapman,/images/icons/avatar_book-sm.png,Publish Date September 1988|Publisher  Chronicle Books,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Cosmic cuisine,Tom Jaine,cooking,First published in 1988,/works/OL2997904W?edition=ia%3Acosmiccuisineast0000jain_c3n7,/authors/OL459685A/Tom_Jaine,//covers.openlibrary.org/b/olid/OL2061886M-M.jpg,Publish Date 1988|Publisher  Harper & Row|Language English|Pages 160,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Intermittent Fasting for Women and Ketogenic Diet for Women,Jimmy Fung,cooking,First published in 2019,/works/OL29128733W,/authors/OL6290084A/Jimmy_Fung,/images/icons/avatar_book-sm.png,Publish Date 2019|Publisher  Hades|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Food for the Soul,Keshia Knight Pulliam,cooking,First published in 2023,/works/OL29181461W,/authors/OL10793854A/Keshia_Knight_Pulliam,/images/icons/avatar_book-sm.png,Publish Date 2023|Publisher  Kingston Imperial|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Total Gut Makeover : Celiac Disease,Matthew Thrush,cooking,First published in 2022,/works/OL29171031W,/authors/OL7299908A/Matthew_Thrush,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  EMPIRE Publishing|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Loving Healthy Living,Joyce Hack,cooking,First published in 2018,/works/OL29100397W,/authors/OL10768507A/Joyce_Hack,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  AuthorSource Media|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Betty Crocker the Big Book of Cookies,Betty Crocker Editors,cooking,First published in 2012,/works/OL29071716W,/authors/OL7994012A/Betty_Crocker_Editors,/images/icons/avatar_book-sm.png,"Publish Date 2012|Publisher  Wiley & Sons, Incorporated, John|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Dietitian Presents : the Smart Guide to Plant-Based Eating,Anne Holmes,cooking,First published in 2011,/works/OL28738975W,/authors/OL4785646A/Anne_Holmes,/images/icons/avatar_book-sm.png,"Publish Date 2011|Publisher  Holmes Nutrition LLC, Anne|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
If the Table Could Talk- a Taste of the Holidays,Alyssa Alia,cooking,First published in 2022,/works/OL28841387W,/authors/OL10105297A/Alyssa_Alia,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Alyssa Alia|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Los Dulces de Mami,Elba Zambrano Bravo,cooking,First published in 2022,/works/OL28858579W,/authors/OL10680203A/Elba_Zambrano_Bravo,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Zambrano's Publishing House|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Foods That Will Win the War and How to Cook Them,Charles Houston Goudiss,cooking,First published in 2008,/works/OL28980471W,/authors/OL9224418A/Charles_Houston_Goudiss,/images/icons/avatar_book-sm.png,"Publish Date 2008|Publisher  Lulu Press, Inc.|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Keto for Autoimmune Health,Danielle Turco,cooking,First published in 2022,/works/OL28905560W,/authors/OL10699176A/Danielle_Turco,/images/icons/avatar_book-sm.png,"Publish Date 2022|Publisher  ImagineWe, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Power of 5 Test Kitchen Cookbook,Melissa Bernstein,cooking,First published in 2022,/works/OL28724075W,/authors/OL6613219A/Melissa_Bernstein,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Dynamic Learning|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Future food,Colin Tudge,cooking,First published in 1980,/works/OL2966825W?edition=ia%3Afuturefoodpoliti00tudg,/authors/OL453455A/Colin_Tudge,//covers.openlibrary.org/b/olid/OL4416659M-M.jpg,Publish Date 1980|Publisher  Harmony Books|Language English|Pages 208,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Cooking Healthy with Tiffany,Tiffany Kelly,cooking,First published in 2020,/works/OL28398102W,/authors/OL8468964A/Tiffany_Kelly,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Tiffany Inspires|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Whole Lemon,Frances S. Goulart,cooking,First published in 1997,/works/OL28371863W,/authors/OL9969664A/Frances_S._Goulart,/images/icons/avatar_book-sm.png,"Publish Date 1997|Publisher  Storey Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Plant Based Meal Prep Cookbook,"Green, Paul",cooking,First published in 2022,/works/OL28104805W,/authors/OL586653A/Green_Paul,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Adolpho Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Hospitality for Healing,Melissa Naasko,cooking,First published in 2022,/works/OL28398414W,/authors/OL10273673A/Melissa_Naasko,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Park End Books|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Homemade Dog Treats and Homemade Dog Food,Brittany Boykin,cooking,First published in 2017,/works/OL28045242W,/authors/OL7660033A/Brittany_Boykin,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  1359906 B.C. LTD.|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Amish Cooking Class - the Blessing,Wanda E. Brunstetter,cooking,First published in 2017,/works/OL28046415W,/authors/OL1423276A/Wanda_E._Brunstetter,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  Barbour Publishing, Incorporated|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
How to Glow Gluten-Free,Megan Gerber,cooking,First published in 2022,/works/OL31118772W,/authors/OL11368994A/Megan_Gerber,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Grounded Nourishment|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Well Your World Favorites Volume 2,Well Your World,cooking,First published in 2022,/works/OL31130240W,/authors/OL11368204A/Well_Your_World,/images/icons/avatar_book-sm.png,Publish Date 2022|Publisher  Well Your World|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Peaches,Eddie Mitsou,cooking,First published in 2023,/works/OL31121016W,/authors/OL11369888A/Eddie_Mitsou,/images/icons/avatar_book-sm.png,Publish Date 2023|Publisher  Paper Chase Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Yvonne's Cookbook Let's Eat!,Yvonne Hendricks,cooking,First published in 2022,/works/OL31115064W,/authors/OL11367499A/Yvonne_Hendricks,/images/icons/avatar_book-sm.png,"Publish Date 2022|Publisher  Exercise Healthy Nutrition, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Complete Crafty Cook Book,"Barry, Michael",cooking,First published in 1988,/works/OL3403168W?edition=ia%3Acompletecraftyco0000barr,/authors/OL557874A/Barry_Michael,//covers.openlibrary.org/b/olid/OL9913329M-M.jpg,"Publish Date October 3, 1988|Publisher  HarperCollins Publishers|Pages 224",This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
A cookbook for poor poets and others,Ann Rogers,cooking,First published in 1966,/works/OL3359089W,/authors/OL545787A/Ann_Rogers,/images/icons/avatar_book-sm.png,Publish Date 1966|Publisher  Scribner|Language English|Pages 179,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
