title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
US expansionism,David Healy,political_science,First published in 1970,/works/OL4417519W?edition=ia%3Ausexpansionismim0000heal,/authors/OL874033A/David_Healy,//covers.openlibrary.org/b/olid/OL10316776M-M.jpg,Publish Date June 1976|Publisher  University of Wisconsin Press|Language English|Pages 326,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Church and state in the Middle Ages,A. L. Smith,political_science,First published in 1964,/works/OL4701798W,/authors/OL973568A/A._L._Smith,//covers.openlibrary.org/b/olid/OL21673124M-M.jpg,"Publish Date March 20, 1964|Publisher  Routledge|Language English|Pages 254",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The New York intellectuals,Alan M. Wald,political_science,First published in 1987,/works/OL3486930W?edition=ia%3Anewyorkintellect00wald,/authors/OL581881A/Alan_M._Wald,//covers.openlibrary.org/b/olid/OL2730847M-M.jpg,Publish Date 1987|Publisher  University of North Carolina Press|Language English|Pages 440,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
"History, Religion, and Spiritual Democracy",Maurice Wohlgelernter,political_science,First published in 1980,/works/OL487796W?edition=ia%3Ahistoryreligions0000unse,/authors/OL30475A/Maurice_Wohlgelernter,//covers.openlibrary.org/b/olid/OL10195534M-M.jpg,Publish Date September 1980|Publisher  Columbia Univ Pr|Language English|Pages 375,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Case studies of U.S. economic sanctions,Hossein Askari,political_science,First published in 2003,/works/OL20628711W?edition=ia%3Acasestudiesofuse0000unse,/authors/OL398075A/Hossein_Askari,//covers.openlibrary.org/b/olid/OL17110628M-M.jpg,Publish Date 2003|Publisher  Praeger|Language English|Pages 287,"This is the second of three related, empirically based studies examining the broad range of issues raised by the use of economic sanctions. This volume provides a detailed examination of the impact of U.S. economic sanctions on China, Cuba, and Iran as well as the impact on the United States itself.   Read more Read less",0 Want to read|0 Currently reading|0 Have read
Creating Healthy Neighborhoods,Ann Forsyth,political_science,First published in 2017,/works/OL20199342W,/authors/OL1425812A/Ann_Forsyth,//covers.openlibrary.org/b/olid/OL27386386M-M.jpg,"Publish Date Sep 17, 2017|Publisher  Routledge|Pages 264",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Introduction to government and binding theory,Liliane M. V. Haegeman,political_science,First published in 1991,/works/OL1824832W?edition=ia%3Aintroductiontogo0000haeg,/authors/OL218669A/Liliane_M._V._Haegeman,//covers.openlibrary.org/b/olid/OL1876989M-M.jpg,Publish Date 1991|Publisher  B. Blackwell|Language English|Pages 618,This edition doesn't have a description yet. Can you add one?,4 Want to read|1 Currently reading|0 Have read
Planning for Growth,Fulong Wu,political_science,First published in 2015,/works/OL21048656W?edition=ia%3Aplanningforgrowt0000wufu,/authors/OL2698005A/Fulong_Wu,//covers.openlibrary.org/b/olid/OL28493528M-M.jpg,Publish Date 2015|Publisher  Routledge|Language English|Pages 248,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Technology and the City,Tan Yigitcanlar,political_science,First published in 2016,/works/OL21281542W,/authors/OL7112060A/Tan_Yigitcanlar,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Taylor & Francis Group|Language English|Pages 220,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Indian Foreign Policy in Transition,Arijit Mazumdar,political_science,First published in 2014,/works/OL21268406W,/authors/OL8145825A/Arijit_Mazumdar,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Taylor & Francis Group|Language English|Pages 244,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
