title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Kulturen des Risikos Im Mittelalter und in der Frühen Neuzeit,Benjamin Scheller,management,First published in 2019,/works/OL25777346W,/authors/OL5108766A/Benjamin_Scheller,/images/icons/avatar_book-sm.png,"Publish Date 2019|Publisher  de Gruyter GmbH, Walter|Language German",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Interdependenzen zwischen Mitbestimmung und betrieblicher Partnerschaft,Kurt Maier,management,First published in 1969,/works/OL2786752W,/authors/OL411915A/Kurt_Maier,/images/icons/avatar_book-sm.png,Publish Date 1969|Publisher  Dunker & Humblot|Language German|Pages 282,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
What to Do When There's Too Much to Do,Laura Stack,management,First published in 2012,/works/OL27787708W,/authors/OL1436915A/Laura_Stack,/images/icons/avatar_book-sm.png,"Publish Date 2012|Publisher  Berrett-Koehler Publishers, Incorporated|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The Shinkansen High-Speed Rail Network of Japan,Straszak,management,First published in 1980,/works/OL285159W,/authors/OL2641890A/Straszak,/images/icons/avatar_book-sm.png,Publish Date 1980|Publisher  Pergamon Press|Language English|Pages 452,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
The management of anxiety,Diana Keable,management,First published in 1989,/works/OL2646510W?edition=ia%3Amanagementofanxi0000keab_s8l6,/authors/OL385780A/Diana_Keable,//covers.openlibrary.org/b/olid/OL2052427M-M.jpg,Publish Date 1989|Publisher  Churchill Livingstone|Language English|Pages 274,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Teaching Human Resource Management,Suzanne de Janasz,management,First published in 2018,/works/OL25741775W,/authors/OL3252179A/Suzanne_de_Janasz,/images/icons/avatar_book-sm.png,"Publish Date 2018|Publisher  Elgar Publishing Limited, Edward|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Agile Foundation,Peter Measey,management,First published in 2015,/works/OL25689585W,/authors/OL9706564A/Peter_Measey,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  BCS Learning & Development Limited|Language English|Pages 196,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Peaceful Intervention in Intra-State Conflicts,Chanaka Talpahewa,management,First published in 2016,/works/OL25751131W,/authors/OL7570406A/Chanaka_Talpahewa,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Creating Your Dream Elementary Classroom from the Inside Out,Becky Hunt,management,First published in 2018,/works/OL25751140W,/authors/OL8168527A/Becky_Hunt,/images/icons/avatar_book-sm.png,Publish Date 2018|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Sustainable Soil Management,Deirdre Rooney,management,First published in 2013,/works/OL25732745W,/authors/OL4901002A/Deirdre_Rooney,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Institutionalisation of Disaster Risk Reduction,Gideon van Riet,management,First published in 2016,/works/OL25198756W,/authors/OL9513449A/Gideon_van_Riet,/images/icons/avatar_book-sm.png,Publish Date 2020|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Making IT Lean,Howard Williams,management,First published in 2017,/works/OL25189176W,/authors/OL262634A/Howard_Williams,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Productivity Press|Language English|Pages 232,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Cooperative Process Management : Cognition and Information Technology,Y Waern,management,First published in 2003,/works/OL25183457W,/authors/OL2823247A/Y_Waern,/images/icons/avatar_book-sm.png,Publish Date 2003|Publisher  Taylor & Francis Group|Language English|Pages 254,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Handbook of XVA and Counterparty Risk,Alexander Sokol,management,First published in 2017,/works/OL25196405W,/authors/OL9512307A/Alexander_Sokol,/images/icons/avatar_book-sm.png,"Publish Date 2025|Publisher  Wiley & Sons, Incorporated, John|Language English|Pages 350",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Accounting in the Lean Enterprise,Gloria McVay,management,First published in 2017,/works/OL25197655W,/authors/OL9512913A/Gloria_McVay,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Productivity Press|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Peace on Earth,Thomas Matyók,management,First published in 2013,/works/OL25047348W,/authors/OL9428780A/Thomas_Matyók,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Lexington Books/Fortress Academic|Language English|Pages 454,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Information systems essentials,Stephen Haag,management,First published in 2006,/works/OL2694776W?edition=ia%3Ainformationsyste0000haag,/authors/OL393878A/Stephen_Haag,//covers.openlibrary.org/b/olid/OL3316748M-M.jpg,Publish Date 2006|Publisher  McGraw-Hill|Language English|Pages 462,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Commodity Risk Management,Geoffrey Poitras,management,First published in 2013,/works/OL26323619W,/authors/OL2648037A/Geoffrey_Poitras,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Routledge|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Perspectives on Business Intelligence,Raymond T. Ng,management,First published in 2013,/works/OL27351274W,/authors/OL10238640A/Raymond_T._Ng,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Morgan & Claypool Publishers|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Your Church Can Grow,C. Peter Wagner,management,First published in 1976,/works/OL2649431W?edition=ia%3Ayourchurchcangro00wagn,/authors/OL386276A/C._Peter_Wagner,//covers.openlibrary.org/b/olid/OL2846211M-M.jpg,Publish Date 1984|Publisher  Regal Books|Language English|Pages 207,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Factory of One,Daniel Markovitz,management,First published in 2017,/works/OL25673325W,/authors/OL7607670A/Daniel_Markovitz,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
European Corporate Governance,Thomas Clarke,management,First published in 2009,/works/OL25205626W,/authors/OL1270868A/Thomas_Clarke,/images/icons/avatar_book-sm.png,Publish Date 2009|Publisher  Taylor & Francis Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Guerrilla Marketing,Jay Conrad Levinson,management,First published in 1998,/works/OL25723828W,/authors/OL27156A/Jay_Conrad_Levinson,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  Little, Brown Book Group Limited|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
IT-Sicherheitsanalysen,Daniela Simic,management,First published in 2017,/works/OL25705085W,/authors/OL9714581A/Daniela_Simic,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  de Gruyter GmbH, Walter|Language German|Pages 264",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
New Strategist,Günter Müller-Stewens,management,First published in 2020,/works/OL26332546W,/authors/OL3991679A/Günter_Müller-Stewens,//covers.openlibrary.org/b/olid/OL35547823M-M.jpg,"Publish Date 2020|Publisher  Kogan Page, Limited|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
